 Date Time CO NO2 CHX NO
 24.10.12 23:00 0.08 0.28 1.49 0.04
 -------- 00:00 0.07 0.28 1.50 0.04
 -------- 01:00 0.05 0.23 1.48 0.03
 -------- 02:00 0.04 0.21 1.47 0.02
 -------- 03:00 0.04 0.18 1.46 0.01
 25.10.12 04:00 0.04 0.18 1.45 0.01
 -------- 05:00 0.04 0.20 1.47 0.02
 -------- 06:00 0.05 0.22 1.48 0.03
 -------- 07:00 0.07 0.26 1.49 0.04
 -------- 08:00 0.08 0.27 1.50 0.04
 25.10.12 09:00 0.07 0.26 1.48 0.03
 -------- 10:00 0.06 0.24 1.47 0.03
 -------- 11:00 0.06 0.23 1.46 0.03
 -------- 12:00 0.07 0.23 1.46 0.03
 -------- 13:00 0.06 0.22 1.45 0.03
 25.10.12 14:00 0.06 0.21 1.45 0.03
 -------- 15:00 0.07 0.23 1.45 0.03
 -------- 16:00 0.08 0.23 1.45 0.03
 -------- 17:00 0.07 0.23 1.44 0.03
 -------- 18:00 0.07 0.23 1.44 0.03
 25.10.12 19:00 0.08 0.25 1.45 0.02
 -------- 20:00 0.07 0.22 1.45 0.02
 -------- 21:00 0.06 0.19 1.44 0.02
 -------- 22:00 0.06 0.17 1.42 0.02
 -------- 23:00 0.06 0.18 1.42 0.02
 26.10.12 00:00 0.05 0.17 1.43 0.01
 -------- 01:00 0.04 0.13 1.42 0.01
 -------- 02:00 0.04 0.13 1.42 0.01
 -------- 03:00 0.04 0.12 1.44 0.01
 -------- 04:00 0.04 0.11 1.45 0.01
 26.10.12 05:00 0.04 0.15 1.48 0.01
 -------- 06:00 0.04 0.18 1.48 0.01
 -------- 07:00 0.06 0.20 1.46 0.02
 -------- 08:00 0.06 0.20 1.45 0.02
 -------- 09:00 0.06 0.20 1.45 0.02
 26.10.12 10:00 0.07 0.26 1.46 0.04
 -------- 11:00 0.07 0.23 1.48 0.04
 -------- 12:00 0.07 0.24 1.47 0.03
 -------- 13:00 0.06 0.24 1.46 0.04
 -------- 14:00 0.07 0.18 1.42 0.02
 26.10.12 15:00 0.07 0.21 1.43 0.03
 -------- 16:00 0.07 0.22 1.45 0.03
 -------- 17:00 0.06 0.18 1.43 0.02
 -------- 18:00 0.06 0.21 1.44 0.01
 -------- 19:00 0.07 0.29 1.49 0.02
 26.10.12 20:00 0.08 0.32 1.50 0.03
 -------- 21:00 0.07 0.24 1.45 0.01
 -------- 22:00 0.06 0.20 1.44 0.01
