 Date Time CO NO2 CHX NO
 17.11.12 12:00 0.09 0.29 1.46 0.05
 -------- 13:00 0.09 0.28 1.46 0.05
 -------- 14:00 0.09 0.29 1.49 0.05
 -------- 15:00 0.09 0.32 1.50 0.05
 -------- 16:00 0.09 0.30 1.47 0.04
 17.11.12 17:00 0.10 0.31 1.50 0.04
 -------- 18:00 0.11 0.26 1.46 0.03
 -------- 19:00 0.09 0.29 1.47 0.02
 -------- 20:00 0.09 0.26 1.46 0.02
 -------- 21:00 0.09 0.32 1.53 0.05
 17.11.12 22:00 0.10 0.33 1.52 0.05
 -------- 23:00 0.09 0.33 1.50 0.05
 -------- 00:00 0.09 0.32 1.53 0.05
 -------- 01:00 0.06 0.27 1.47 0.01
 -------- 02:00 0.07 0.26 1.46 0.01
 18.11.12 03:00 0.05 0.23 1.47 0.01
 -------- 04:00 0.06 0.23 1.45 0.01
 -------- 05:00 0.06 0.19 1.51 0.01
 -------- 06:00 0.06 0.21 1.46 0.01
 -------- 07:00 0.06 0.18 1.44 0.01
 18.11.12 08:00 0.05 0.12 1.41 0.01
 -------- 09:00 0.05 0.13 1.41 0.01
 -------- 10:00 0.06 0.16 1.43 0.01
 -------- 11:00 0.07 0.17 1.44 0.01
 -------- 12:00 0.07 0.17 1.43 0.01
 18.11.12 13:00 0.06 0.16 1.43 0.01
 -------- 14:00 0.08 0.18 1.44 0.01
 -------- 15:00 0.07 0.21 1.44 0.02
 -------- 16:00 0.07 0.20 1.44 0.02
 -------- 17:00 0.07 0.18 1.43 0.02
 18.11.12 18:00 0.07 0.19 1.45 0.02
 -------- 19:00 0.06 0.15 1.42 0.01
 -------- 20:00 0.07 0.17 1.43 0.01
 -------- 21:00 0.06 0.16 1.42 0.01
 -------- 22:00 0.06 0.16 1.42 0.01
 18.11.12 23:00 0.05 0.13 1.42 0.01
 -------- 00:00 0.04 0.10 1.41 0.01
 -------- 01:00 0.04 0.09 1.42 0.00
 -------- 02:00 0.05 0.13 1.42 0.01
 -------- 03:00 0.05 0.12 1.42 0.00
 19.11.12 04:00 0.05 0.12 1.42 0.01
 -------- 05:00 0.06 0.14 1.42 0.01
 -------- 06:00 0.06 0.18 1.45 0.02
 -------- 07:00 0.06 0.19 1.45 0.01
 -------- 08:00 0.06 0.17 1.45 0.02
 19.11.12 09:00 0.06 0.18 1.45 0.02
 -------- 10:00 0.06 0.16 1.45 0.02
