 Date Time CO NO2 CHX NO
 14.01.13 00:00 0.08 0.32 1.58 0.05
 -------- 01:00 0.09 0.31 1.57 0.03
 -------- 02:00 0.07 0.28 1.56 0.02
 -------- 03:00 0.06 0.25 1.56 0.01
 -------- 04:00 0.06 0.25 1.55 0.01
 14.01.13 05:00 0.06 0.26 1.53 0.02
 -------- 06:00 0.07 0.26 1.53 0.02
 -------- 07:00 0.10 0.32 1.60 0.10
 -------- 08:00 0.12 0.35 1.67 0.13
 -------- 09:00 0.13 0.36 1.71 0.17
 14.01.13 10:00 0.13 0.37 1.70 0.16
 -------- 11:00 0.11 0.36 1.68 0.17
 -------- 12:00 0.10 0.35 1.64 0.14
 -------- 13:00 0.11 0.37 1.65 0.17
 -------- 14:00 0.11 0.38 1.63 0.16
 14.01.13 15:00 0.11 0.39 1.64 0.15
 -------- 16:00 0.10 0.40 1.61 0.12
 -------- 17:00 0.08 0.37 1.55 0.06
 -------- 18:00 0.08 0.36 1.53 0.03
 -------- 19:00 0.07 0.37 1.53 0.03
 14.01.13 20:00 0.06 0.29 1.49 0.02
 -------- 21:00 0.06 0.26 1.47 0.01
 -------- 22:00 0.06 0.21 1.46 0.01
 -------- 23:00 0.06 0.25 1.46 0.01
 -------- 00:00 0.05 0.22 1.46 0.01
 15.01.13 01:00 0.04 0.17 1.45 0.00
 -------- 02:00 0.04 0.12 1.43 0.00
 -------- 03:00 0.04 0.10 1.43 0.00
 -------- 04:00 0.04 0.12 1.43 0.00
 -------- 05:00 0.05 0.14 1.43 0.00
 15.01.13 06:00 0.05 0.20 1.45 0.01
 -------- 07:00 0.07 0.30 1.48 0.01
 -------- 08:00 0.08 0.38 1.53 0.04
 -------- 09:00 0.10 0.41 1.55 0.05
 -------- 10:00 0.09 0.39 1.54 0.05
 15.01.13 11:00 0.08 0.38 1.56 0.07
 -------- 12:00 0.09 0.36 1.54 0.06
 -------- 13:00 0.09 0.36 1.55 0.07
 -------- 14:00 0.10 0.38 1.57 0.09
 -------- 15:00 0.08 0.38 1.56 0.08
 15.01.13 16:00 0.09 0.37 1.54 0.06
 -------- 17:00 0.08 0.40 1.55 0.05
 -------- 18:00 0.10 0.43 1.61 0.08
 -------- 19:00 0.11 0.45 1.66 0.12
 -------- 20:00 0.11 0.43 1.62 0.10
 15.01.13 21:00 0.11 0.44 1.65 0.10
 -------- 22:00 0.11 0.45 1.66 0.11
 -------- 23:00 0.11 0.43 1.59 0.06
 -------- 00:00 0.06 0.42 1.55 0.03
