 Date Time CO SO2 H2S NO2 CHX NO
 25.03.13 12:00 0.06 0.00 ---- 0.09 1.44 0.01
 -------- 13:00 0.06 0.01 ---- 0.09 1.43 0.01
 -------- 14:00 0.06 0.01 ---- 0.10 1.44 0.01
 -------- 15:00 0.06 0.01 ---- 0.10 1.45 0.01
 -------- 16:00 0.08 0.01 ---- 0.11 1.46 0.02
 25.03.13 17:00 0.08 0.01 ---- 0.12 1.46 0.01
 -------- 18:00 0.08 0.00 ---- 0.14 1.47 0.01
 -------- 19:00 0.08 0.00 ---- 0.14 1.48 0.01
 -------- 20:00 0.09 0.00 ---- 0.15 1.47 0.01
 -------- 21:00 0.09 0.00 ---- 0.23 1.54 0.01
 25.03.13 22:00 0.08 0.00 ---- 0.13 1.56 0.01
 -------- 23:00 0.07 0.00 ---- 0.13 1.45 0.00
 -------- 00:00 0.06 0.00 ---- 0.12 1.45 0.00
 -------- 01:00 0.06 0.00 ---- 0.12 1.43 0.01
 -------- 02:00 0.05 0.00 ---- 0.09 1.42 0.00
 26.03.13 03:00 0.04 0.00 ---- 0.08 1.43 ----
 -------- 04:00 0.04 0.00 ---- 0.08 1.43 0.01
 -------- 05:00 0.04 0.00 ---- 0.09 1.42 0.00
 -------- 06:00 0.06 0.00 ---- 0.12 1.43 0.00
 -------- 07:00 0.06 0.00 ---- 0.12 1.43 0.01
 26.03.13 08:00 0.06 0.00 ---- 0.16 1.44 0.02
 -------- 09:00 0.06 0.00 ---- 0.14 1.44 0.02
 -------- 10:00 0.06 0.00 ---- 0.13 1.44 0.02
 -------- 11:00 0.06 0.00 0.12 0.13 1.45 0.03
 -------- 12:00 0.06 0.00 ---- 0.11 1.44 0.02
 26.03.13 13:00 0.06 0.01 0.12 0.07 1.43 0.01
 -------- 14:00 0.06 0.01 0.12 0.09 1.47 0.02
 -------- 15:00 0.06 0.01 ---- 0.09 1.45 0.01
 -------- 16:00 0.06 0.01 0.12 0.10 1.46 0.01
 -------- 17:00 0.06 0.00 0.12 0.10 1.46 0.01
 26.03.13 18:00 0.06 0.00 ---- 0.10 1.43 0.01
 -------- 19:00 0.06 0.00 0.12 0.16 1.47 0.01
 -------- 20:00 0.07 0.00 ---- 0.21 1.47 0.01
 -------- 21:00 0.07 0.00 ---- 0.23 1.47 0.01
 -------- 22:00 0.06 0.00 0.12 0.18 1.47 0.01
 26.03.13 23:00 0.06 0.00 ---- 0.19 1.46 0.01
 -------- 00:00 0.06 0.00 ---- 0.20 1.50 0.01
 -------- 01:00 0.05 0.00 0.12 0.17 1.50 0.00
 -------- 02:00 0.06 0.00 ---- 0.19 1.53 0.00
 -------- 03:00 0.06 0.00 0.17 0.31 1.59 0.00
 27.03.13 04:00 0.06 0.00 0.17 0.37 1.59 0.01
 -------- 05:00 0.06 0.00 0.29 0.41 1.67 0.02
 -------- 06:00 0.07 0.00 0.17 0.40 1.71 0.04
 -------- 07:00 0.11 0.00 0.33 0.46 1.72 0.11
 -------- 08:00 0.11 0.00 0.25 0.41 1.70 0.09
 27.03.13 09:00 0.12 0.01 0.17 0.38 1.74 0.11
 -------- 10:00 0.10 0.01 0.12 0.33 1.70 0.09
 -------- 11:00 0.09 0.01 0.12 0.25 1.63 0.06
