 Date Time CO NO2 CHX NO
 07.11.12 00:00 0.05 0.15 1.41 0.02
 -------- 01:00 0.04 0.12 1.40 0.01
 -------- 02:00 0.04 0.10 1.41 0.01
 -------- 03:00 0.04 0.10 1.40 0.01
 -------- 04:00 0.04 0.11 1.41 0.01
 07.11.12 05:00 0.05 0.16 1.41 0.01
 -------- 06:00 0.06 0.20 1.44 0.02
 -------- 07:00 0.06 0.22 1.44 0.01
 -------- 08:00 0.06 0.21 1.43 0.02
 -------- 09:00 0.07 0.21 1.44 0.02
 07.11.12 10:00 0.06 0.18 1.42 0.03
 -------- 11:00 0.06 0.18 1.43 0.03
 -------- 12:00 0.06 0.17 1.42 0.03
 -------- 13:00 0.06 0.18 1.42 0.02
 -------- 14:00 0.07 0.19 1.42 0.03
 07.11.12 15:00 0.06 0.19 1.42 0.03
 -------- 16:00 0.06 0.18 1.42 0.02
 -------- 17:00 0.08 0.27 1.46 0.04
 -------- 18:00 0.07 0.26 1.46 0.03
 -------- 19:00 0.06 0.23 1.43 0.03
 07.11.12 20:00 0.05 0.21 1.43 0.02
 -------- 21:00 0.05 0.20 1.42 0.02
 -------- 22:00 0.04 0.18 1.41 0.02
 -------- 23:00 0.04 0.16 1.41 0.02
 -------- 00:00 0.03 0.12 1.40 0.01
 08.11.12 01:00 0.04 0.11 1.40 0.01
 -------- 02:00 0.04 0.12 1.40 0.01
 -------- 03:00 0.04 0.13 1.42 0.01
 -------- 04:00 0.04 0.16 1.43 0.01
 -------- 05:00 0.05 0.21 1.45 0.03
 08.11.12 06:00 0.06 0.22 1.44 0.02
 -------- 07:00 0.06 0.23 1.43 0.02
 -------- 08:00 0.06 0.27 1.45 0.02
 -------- 09:00 0.06 0.29 1.49 0.04
 -------- 10:00 0.06 0.27 1.49 0.04
 08.11.12 11:00 0.06 0.22 1.44 0.03
 -------- 12:00 0.07 0.27 1.46 0.03
 -------- 13:00 0.08 0.32 1.51 0.06
 -------- 14:00 0.07 0.28 1.49 0.04
 -------- 15:00 0.06 0.23 1.44 0.02
 08.11.12 16:00 0.07 0.28 1.45 0.03
 -------- 17:00 0.08 0.28 1.46 0.02
 -------- 18:00 0.08 0.35 1.53 0.03
 -------- 19:00 0.08 0.33 1.54 0.03
 -------- 20:00 0.08 0.30 1.50 0.03
 08.11.12 21:00 0.08 0.27 1.45 0.02
 -------- 22:00 0.07 0.23 1.43 0.01
