 Date Time CO NO2 CHX NO
 09.10.12 00:00 0.07 0.23 1.43 0.02
 -------- 01:00 0.06 0.17 1.39 0.01
 -------- 02:00 0.06 0.13 1.38 0.01
 -------- 03:00 0.05 0.11 1.38 0.01
 -------- 04:00 0.04 0.10 1.39 0.01
 09.10.12 05:00 0.05 0.11 1.42 0.01
 -------- 06:00 0.06 0.13 1.48 0.01
 -------- 07:00 0.09 0.22 1.47 0.04
 -------- 08:00 0.10 0.23 1.46 0.04
 -------- 09:00 0.09 0.22 1.44 0.03
 09.10.12 10:00 0.09 0.24 1.45 0.05
 -------- 11:00 0.10 0.25 1.54 0.05
 -------- 12:00 0.09 0.25 1.51 0.06
 -------- 13:00 0.10 0.28 1.51 0.07
 -------- 14:00 0.09 0.28 1.52 0.06
 09.10.12 15:00 0.09 0.33 1.47 0.06
 -------- 16:00 0.10 0.30 1.46 0.06
 -------- 17:00 0.10 0.28 1.49 0.07
 -------- 18:00 0.11 0.28 1.48 0.06
 -------- 19:00 0.13 0.28 1.51 0.07
 09.10.12 20:00 0.11 0.26 1.47 0.05
 -------- 21:00 0.11 0.25 1.46 0.05
 -------- 22:00 0.09 0.22 1.44 0.04
 -------- 23:00 0.07 0.19 1.40 0.02
 -------- 00:00 0.07 0.15 1.40 0.02
 10.10.12 01:00 0.05 0.11 1.39 0.01
 -------- 02:00 0.04 0.10 1.38 0.01
 -------- 03:00 0.04 0.12 1.39 0.01
 -------- 04:00 0.04 0.12 1.42 0.01
 -------- 05:00 0.04 0.18 1.46 0.01
 10.10.12 06:00 0.06 0.26 1.45 0.02
 -------- 07:00 0.07 0.31 1.49 0.05
 -------- 08:00 0.10 0.30 1.47 0.05
 -------- 09:00 0.12 0.32 1.58 0.10
 -------- 10:00 0.11 0.27 1.54 0.08
 10.10.12 11:00 0.11 0.26 1.50 0.11
 -------- 12:00 0.11 0.25 1.56 0.12
 -------- 13:00 0.10 0.23 1.52 0.09
 -------- 14:00 0.09 0.23 1.46 0.05
 -------- 15:00 0.09 0.22 1.43 0.04
 10.10.12 16:00 0.09 0.22 1.43 0.03
 -------- 17:00 0.10 0.24 1.44 0.04
 -------- 18:00 0.13 0.27 1.46 0.04
 -------- 19:00 0.14 0.30 1.45 0.05
 -------- 20:00 0.12 0.28 1.43 0.03
 10.10.12 21:00 0.11 0.25 1.44 0.02
 -------- 22:00 0.11 0.25 1.44 0.02
 -------- 23:00 0.10 0.21 1.45 0.02
