 Date Time CO NO2 CHX NO
 07.12.12 12:00 0.09 0.25 1.50 0.05
 -------- 13:00 0.07 0.20 1.46 0.03
 -------- 14:00 0.08 0.25 1.52 0.05
 -------- 15:00 0.08 0.25 1.53 0.05
 -------- 16:00 0.08 0.26 1.59 0.05
 07.12.12 17:00 0.08 0.26 1.58 0.05
 -------- 18:00 0.08 0.24 1.56 0.05
 -------- 19:00 0.09 0.21 1.54 0.03
 -------- 20:00 0.08 0.21 1.58 0.05
 -------- 21:00 0.08 0.19 1.61 0.03
 07.12.12 22:00 0.07 0.17 1.54 0.03
 -------- 23:00 0.07 0.17 1.97 0.02
 -------- 00:00 0.06 0.17 2.22 0.02
 -------- 01:00 0.07 0.19 1.89 0.02
 -------- 02:00 0.08 0.22 1.66 0.04
 08.12.12 03:00 0.07 0.22 1.73 0.03
 -------- 04:00 0.06 0.20 1.81 0.04
 -------- 05:00 0.06 0.19 1.98 0.03
 -------- 06:00 0.06 0.17 2.15 0.02
 -------- 07:00 0.07 0.19 2.11 0.04
 08.12.12 08:00 0.08 0.20 2.32 0.05
 -------- 09:00 0.09 0.20 2.43 0.07
 -------- 10:00 0.10 0.20 2.06 0.08
 -------- 11:00 0.10 0.19 1.87 0.09
 -------- 12:00 0.10 0.20 1.74 0.11
 08.12.12 13:00 0.12 0.21 1.75 0.15
 -------- 14:00 0.11 0.20 1.64 0.13
 -------- 15:00 0.11 0.19 1.62 0.14
 -------- 16:00 0.11 0.20 1.64 0.15
 -------- 17:00 0.11 0.20 1.68 0.13
 08.12.12 18:00 0.10 0.19 1.67 0.09
 -------- 19:00 0.11 0.21 1.73 0.14
 -------- 20:00 0.10 0.21 1.68 0.15
 -------- 21:00 0.11 0.20 1.71 0.15
 -------- 22:00 0.11 0.19 1.69 0.17
 08.12.12 23:00 0.17 0.19 1.80 0.27
 -------- 00:00 0.25 0.23 1.98 0.52
 -------- 01:00 0.15 0.21 1.93 0.25
 -------- 02:00 0.14 0.19 1.90 0.20
 -------- 03:00 0.13 0.17 2.13 0.16
 09.12.12 04:00 0.17 0.18 2.09 0.32
 -------- 05:00 0.25 0.18 2.16 0.44
 -------- 06:00 0.21 0.19 2.08 0.38
 -------- 07:00 0.21 0.22 2.05 0.41
 -------- 08:00 0.13 0.23 1.81 0.23
 09.12.12 09:00 0.12 0.21 1.72 0.16
 -------- 10:00 0.10 0.19 1.63 0.10
 -------- 11:00 0.09 0.23 1.60 0.07
