 Date Time CO NO2 CHX NO
 25.11.12 00:00 0.09 0.28 1.56 0.13
 -------- 01:00 0.07 0.27 1.54 0.13
 -------- 02:00 0.07 0.26 1.52 0.09
 -------- 03:00 0.06 0.26 1.51 0.07
 -------- 04:00 0.06 0.25 1.53 0.06
 25.11.12 05:00 0.09 0.26 1.58 0.13
 -------- 06:00 0.07 0.25 1.55 0.06
 -------- 07:00 0.07 0.25 1.53 0.05
 -------- 08:00 0.06 0.24 1.51 0.05
 -------- 09:00 0.06 0.27 1.54 0.15
 25.11.12 10:00 0.07 0.28 1.53 0.19
 -------- 11:00 0.06 0.28 1.53 0.19
 -------- 12:00 0.06 0.22 1.53 0.05
 -------- 13:00 0.07 0.21 1.54 0.06
 -------- 14:00 0.07 0.25 1.55 0.10
 25.11.12 15:00 0.06 0.22 1.51 0.05
 -------- 16:00 0.06 0.24 1.51 0.04
 -------- 17:00 0.06 0.25 1.51 0.03
 -------- 18:00 0.06 0.26 1.49 0.03
 -------- 19:00 0.05 0.24 1.49 0.02
 25.11.12 20:00 0.04 0.20 1.47 0.01
 -------- 21:00 0.04 0.19 1.48 0.01
 -------- 22:00 0.06 0.23 1.51 0.03
 -------- 23:00 0.06 0.22 1.51 0.03
 -------- 00:00 0.06 0.23 1.53 0.03
 26.11.12 01:00 0.06 0.25 1.54 0.03
 -------- 02:00 0.06 0.24 1.56 0.03
 -------- 03:00 0.04 0.20 1.59 0.01
 -------- 04:00 0.04 0.19 1.59 0.01
 -------- 05:00 0.05 0.21 1.56 0.02
 26.11.12 06:00 0.06 0.22 1.65 0.04
 -------- 07:00 0.07 0.23 1.65 0.06
 -------- 08:00 0.10 0.24 1.70 0.12
 -------- 09:00 0.11 0.24 1.73 0.13
 -------- 10:00 0.12 0.24 1.71 0.18
 26.11.12 11:00 0.12 0.23 1.64 0.15
 -------- 12:00 0.11 0.22 1.62 0.15
 -------- 13:00 0.11 0.21 1.62 0.12
 -------- 14:00 0.11 0.21 1.63 0.14
 -------- 15:00 0.13 0.21 1.66 0.17
 26.11.12 16:00 0.12 0.20 1.67 0.18
 -------- 17:00 0.11 0.20 1.70 0.18
 -------- 18:00 0.11 0.19 1.65 0.15
 -------- 19:00 0.10 0.18 1.59 0.10
 -------- 20:00 0.10 0.17 1.61 0.11
 26.11.12 21:00 0.09 0.17 1.59 0.10
 -------- 22:00 0.09 0.16 1.55 0.07
 -------- 23:00 0.08 0.16 1.54 0.06
