 Date Time CO SO2 H2S NO2 CHX NO
 07.04.13 00:00 0.13 0.00 ---- 0.24 1.51 0.01
 -------- 01:00 0.14 0.00 ---- 0.19 1.50 0.00
 -------- 02:00 0.12 0.00 0.12 0.17 1.48 0.00
 -------- 03:00 0.10 ---- ---- 0.13 1.72 0.00
 -------- 04:00 0.10 ---- ---- 0.10 1.48 0.01
 07.04.13 05:00 0.08 ---- ---- 0.08 1.46 ----
 -------- 06:00 0.08 ---- ---- 0.10 1.46 ----
 -------- 07:00 0.08 ---- ---- 0.15 1.50 0.01
 -------- 08:00 0.08 ---- ---- 0.15 1.48 0.00
 -------- 09:00 0.08 ---- ---- 0.16 1.47 0.01
 07.04.13 10:00 0.08 ---- ---- 0.13 1.48 0.01
 -------- 11:00 0.10 0.00 0.12 0.13 1.47 0.01
 -------- 12:00 0.10 0.00 0.12 0.13 1.46 0.01
 -------- 13:00 0.09 0.00 0.12 0.14 1.44 0.01
 -------- 14:00 0.10 0.00 0.17 0.13 1.44 0.01
 07.04.13 15:00 0.12 0.00 0.21 0.14 1.49 0.01
 -------- 16:00 0.13 0.00 0.25 0.15 1.52 0.01
 -------- 17:00 0.13 0.00 0.25 0.15 1.43 0.01
 -------- 18:00 0.11 0.00 0.25 0.16 1.43 0.01
 -------- 19:00 0.10 0.00 0.25 0.19 1.45 0.01
 07.04.13 20:00 0.12 0.00 0.25 0.23 1.47 0.01
 -------- 21:00 0.11 0.00 0.25 0.21 1.46 0.01
 -------- 22:00 0.10 0.00 0.25 0.19 1.46 0.00
 -------- 23:00 0.10 0.00 0.21 0.21 1.47 0.00
 -------- 00:00 0.10 0.00 0.21 0.22 1.48 0.00
 08.04.13 01:00 0.09 0.00 0.21 0.18 1.48 0.00
 -------- 02:00 0.09 0.00 0.21 0.19 1.54 ----
 -------- 03:00 0.10 0.00 0.21 0.25 1.63 0.00
 -------- 04:00 0.10 ---- 0.17 0.27 1.62 0.01
 -------- 05:00 0.10 ---- 0.21 0.41 1.64 0.04
 08.04.13 06:00 0.11 ---- 0.46 0.48 1.82 0.20
 -------- 07:00 0.18 0.00 0.25 0.51 2.08 0.31
 -------- 08:00 0.18 ---- 0.29 0.51 2.09 0.21
 -------- 09:00 0.17 0.00 0.21 0.36 1.69 0.06
 -------- 10:00 0.13 0.00 0.12 0.29 1.53 0.04
 08.04.13 11:00 0.11 0.01 0.12 0.33 1.58 0.08
 -------- 12:00 0.14 0.02 0.17 0.35 1.58 0.06
 -------- 13:00 0.14 0.02 0.25 0.29 1.53 0.05
 -------- 14:00 0.14 0.02 0.29 0.28 1.50 0.03
 -------- 15:00 0.16 0.02 0.38 0.26 1.50 0.03
 08.04.13 16:00 0.16 0.03 0.50 0.22 1.47 0.02
 -------- 17:00 0.16 0.03 0.75 0.19 1.43 0.01
 -------- 18:00 0.16 0.04 1.08 0.25 1.46 0.01
 -------- 19:00 0.16 0.04 1.12 0.38 1.54 0.02
 -------- 20:00 0.18 0.05 0.96 0.50 1.61 0.01
 08.04.13 21:00 0.23 0.03 0.75 0.57 1.73 0.16
 -------- 22:00 0.32 0.02 0.71 0.64 2.06 0.35
 -------- 23:00 0.33 0.02 0.62 0.61 1.84 0.33
 -------- 00:00 0.36 0.02 0.62 0.63 2.05 0.52
