 Date Time CO NO2 CHX NO
 05.12.12 12:00 0.07 0.23 1.48 0.04
 -------- 13:00 0.09 0.26 1.50 0.05
 -------- 14:00 0.09 0.29 1.54 0.06
 -------- 15:00 0.08 0.28 1.50 0.05
 -------- 16:00 0.09 0.34 1.51 0.06
 05.12.12 17:00 0.11 0.36 1.51 0.06
 -------- 18:00 0.14 0.39 1.58 0.09
 -------- 19:00 0.18 0.41 1.65 0.20
 -------- 20:00 0.22 0.42 1.74 0.30
 -------- 21:00 0.19 0.42 1.73 0.26
 05.12.12 22:00 0.17 0.40 1.73 0.20
 -------- 23:00 0.16 0.39 1.69 0.19
 -------- 00:00 0.11 0.37 1.63 0.10
 -------- 01:00 0.10 0.36 1.67 0.12
 -------- 02:00 0.09 0.37 1.79 0.09
 06.12.12 03:00 0.09 0.37 1.61 0.19
 -------- 04:00 0.08 0.33 1.54 0.10
 -------- 05:00 0.07 0.32 1.51 0.08
 -------- 06:00 0.08 0.32 1.53 0.12
 -------- 07:00 0.10 0.32 1.55 0.13
 06.12.12 08:00 0.11 0.32 1.54 0.12
 -------- 09:00 0.10 0.31 1.52 0.10
 -------- 10:00 0.09 0.30 1.52 0.10
 -------- 11:00 0.10 0.31 1.52 0.12
 -------- 12:00 0.09 0.29 1.51 0.09
 06.12.12 13:00 0.09 0.29 1.50 0.08
 -------- 14:00 0.08 0.28 1.49 0.07
 -------- 15:00 0.09 0.29 1.52 0.07
 -------- 16:00 0.08 0.28 1.50 0.06
 -------- 17:00 0.09 0.25 1.49 0.04
 06.12.12 18:00 0.06 0.24 1.47 0.02
 -------- 19:00 0.07 0.22 1.46 0.02
 -------- 20:00 0.07 0.26 1.47 0.04
 -------- 21:00 0.08 0.27 1.50 0.05
 -------- 22:00 0.06 0.24 1.50 0.02
 06.12.12 23:00 0.06 0.23 1.50 0.02
 -------- 00:00 0.05 0.17 1.48 0.01
 -------- 01:00 0.04 0.14 1.46 0.01
 -------- 02:00 0.04 0.12 1.49 0.00
 -------- 03:00 0.04 0.12 1.47 0.00
 07.12.12 04:00 0.04 0.09 1.48 0.00
 -------- 05:00 0.04 0.11 1.44 0.00
 -------- 06:00 0.05 0.13 1.46 0.01
 -------- 07:00 0.06 0.13 1.46 0.01
 -------- 08:00 0.06 0.17 1.45 0.02
 07.12.12 09:00 0.07 0.21 1.48 0.03
 -------- 10:00 0.07 0.23 1.49 0.04
 -------- 11:00 0.08 0.25 1.48 0.05
 -------- 12:00 0.08 0.23 1.48 0.05
