 Date Time CO NO2 CHX NO
 02.10.12 12:00 0.09 0.27 1.46 0.07
 -------- 13:00 0.06 0.20 1.44 0.04
 -------- 14:00 0.06 0.20 1.45 0.04
 -------- 15:00 0.05 0.18 1.42 0.02
 -------- 16:00 0.04 0.16 1.40 0.02
 02.10.12 17:00 0.07 0.24 1.40 0.03
 -------- 18:00 0.07 0.28 1.43 0.03
 -------- 19:00 0.11 0.33 1.48 0.05
 -------- 20:00 0.25 0.37 1.78 0.26
 -------- 21:00 0.21 0.37 1.88 0.26
 02.10.12 22:00 0.19 0.35 1.94 0.21
 -------- 23:00 0.17 0.34 1.86 0.22
 -------- 00:00 0.13 0.32 1.59 0.16
 -------- 01:00 0.10 0.32 1.60 0.15
 -------- 02:00 0.09 0.28 1.60 0.10
 03.10.12 03:00 0.09 0.29 1.57 0.11
 -------- 04:00 0.08 0.26 1.58 0.10
 -------- 05:00 0.08 0.25 1.50 0.09
 -------- 06:00 0.10 0.25 1.47 0.08
 -------- 07:00 0.11 0.25 1.46 0.08
 03.10.12 08:00 0.12 0.26 1.51 0.10
 -------- 09:00 0.12 0.27 1.55 0.10
 -------- 10:00 0.13 0.27 1.59 0.10
 -------- 11:00 0.11 0.27 1.59 0.09
 -------- 12:00 0.13 0.26 1.51 0.09
 03.10.12 13:00 0.10 0.25 1.47 0.08
 -------- 14:00 0.10 0.25 1.47 0.07
 -------- 15:00 0.13 0.27 1.57 0.13
 -------- 16:00 0.13 0.26 1.61 0.10
 -------- 17:00 0.14 0.27 1.67 0.12
 03.10.12 18:00 0.16 0.28 1.62 0.16
 -------- 19:00 0.16 0.27 1.75 0.17
 -------- 20:00 0.18 0.26 1.77 0.20
 -------- 21:00 0.19 0.26 2.17 0.20
 -------- 22:00 0.21 0.24 2.02 0.25
 03.10.12 23:00 0.25 0.23 1.88 0.30
 -------- 00:00 0.27 0.21 1.87 0.36
 -------- 01:00 0.36 0.20 1.97 0.50
 -------- 02:00 0.29 0.20 2.00 0.48
 -------- 03:00 0.27 0.17 2.02 0.52
 04.10.12 04:00 0.19 0.19 2.00 0.41
 -------- 05:00 0.16 0.19 1.93 0.41
 -------- 06:00 0.15 0.19 1.72 0.25
 -------- 07:00 0.11 0.19 1.61 0.18
 -------- 08:00 0.11 0.18 1.58 0.17
 04.10.12 09:00 0.12 0.20 1.58 0.16
 -------- 10:00 0.09 0.19 1.52 0.13
 -------- 11:00 0.10 0.20 1.54 0.12
 -------- 12:00 0.12 0.20 1.55 0.12
