 Date Time CO SO2 H2S NO2 CHX NO
 28.02.13 12:00 0.08 ---- ---- 0.33 1.48 0.02
 -------- 13:00 0.08 ---- ---- 0.32 1.48 0.02
 -------- 14:00 0.08 ---- ---- 0.29 1.47 0.02
 -------- 15:00 0.08 ---- ---- 0.31 1.45 0.02
 -------- 16:00 0.07 ---- ---- 0.31 1.45 0.02
 28.02.13 17:00 0.07 ---- ---- 0.33 1.46 0.02
 -------- 18:00 0.09 ---- ---- 0.42 1.50 0.02
 -------- 19:00 0.08 ---- ---- 0.42 1.49 0.02
 -------- 20:00 0.10 ---- ---- 0.46 1.53 0.03
 -------- 21:00 0.10 ---- ---- 0.45 1.53 0.03
 28.02.13 22:00 0.10 ---- ---- 0.45 1.53 0.02
 -------- 23:00 0.11 ---- ---- 0.50 1.53 0.06
 -------- 00:00 0.11 ---- ---- 0.48 1.57 0.05
 -------- 01:00 0.07 ---- ---- 0.32 1.47 0.01
 -------- 02:00 0.06 ---- ---- 0.32 1.48 0.01
 01.03.13 03:00 0.06 ---- ---- 0.28 1.46 0.00
 -------- 04:00 0.05 ---- ---- 0.23 1.47 0.01
 -------- 05:00 0.05 ---- ---- 0.25 1.53 0.00
 -------- 06:00 0.06 ---- ---- 0.34 1.48 0.01
 -------- 07:00 0.07 ---- ---- 0.36 1.52 0.02
 01.03.13 08:00 0.08 ---- ---- 0.37 1.55 0.02
 -------- 09:00 0.07 ---- ---- 0.34 1.52 0.02
 -------- 10:00 0.07 ---- ---- 0.31 1.50 0.02
 -------- 11:00 0.07 ---- ---- 0.31 1.51 0.03
 -------- 12:00 0.09 ---- ---- 0.32 1.57 0.04
 01.03.13 13:00 0.08 ---- ---- 0.31 1.56 0.04
 -------- 14:00 0.08 ---- ---- 0.30 1.52 0.03
 -------- 15:00 0.07 ---- ---- 0.28 1.50 0.02
 -------- 16:00 0.07 ---- ---- 0.28 1.49 0.02
 -------- 17:00 0.07 ---- ---- 0.30 1.50 0.02
 01.03.13 18:00 0.07 ---- ---- 0.32 1.52 0.02
 -------- 19:00 0.07 ---- ---- 0.34 1.54 0.01
 -------- 20:00 0.06 ---- ---- 0.28 1.47 0.01
 -------- 21:00 0.06 ---- ---- 0.29 1.46 0.01
 -------- 22:00 0.06 ---- ---- 0.32 1.48 0.01
 01.03.13 23:00 0.06 ---- ---- 0.27 1.47 0.01
 -------- 00:00 0.06 ---- ---- 0.19 1.48 0.01
 -------- 01:00 0.04 ---- ---- 0.16 1.50 0.01
 -------- 02:00 0.04 ---- ---- 0.14 1.51 0.01
 -------- 03:00 0.04 ---- ---- 0.12 1.45 0.01
 02.03.13 04:00 0.04 ---- ---- 0.10 1.44 0.00
 -------- 05:00 0.04 ---- ---- 0.09 1.45 0.00
 -------- 06:00 0.04 ---- ---- 0.10 1.44 0.00
 -------- 07:00 0.04 ---- 0.12 0.14 1.46 0.01
 -------- 08:00 0.05 ---- 0.12 0.17 1.46 0.01
 02.03.13 09:00 0.06 ---- 0.12 0.20 1.47 0.02
 -------- 10:00 0.05 ---- ---- 0.17 1.46 0.02
 -------- 11:00 0.06 ---- 0.12 0.17 1.48 0.02
