 Date Time CO NO2 CHX NO
 28.12.12 12:00 0.09 0.28 1.50 0.04
 -------- 13:00 0.09 0.29 1.51 0.05
 -------- 14:00 0.08 0.29 1.51 0.05
 -------- 15:00 0.08 0.30 1.50 0.04
 -------- 16:00 0.08 0.31 1.52 0.04
 28.12.12 17:00 0.08 0.30 1.50 0.03
 -------- 18:00 0.08 0.29 1.50 0.03
 -------- 19:00 0.09 0.31 1.53 0.03
 -------- 20:00 0.08 0.28 1.51 0.03
 -------- 21:00 0.08 0.29 1.50 0.03
 28.12.12 22:00 0.05 0.19 1.45 0.01
 -------- 23:00 0.04 0.18 1.44 0.01
 -------- 00:00 0.04 0.18 1.43 0.01
 -------- 01:00 0.05 0.18 1.43 0.01
 -------- 02:00 0.04 0.16 1.42 0.01
 29.12.12 03:00 0.04 0.17 1.43 0.00
 -------- 04:00 0.04 0.15 1.42 0.00
 -------- 05:00 0.04 0.13 1.42 0.00
 -------- 06:00 0.05 0.15 1.42 0.00
 -------- 07:00 0.04 0.18 1.42 0.01
 29.12.12 08:00 0.05 0.19 1.43 0.01
 -------- 09:00 0.04 0.20 1.43 0.01
 -------- 10:00 0.05 0.22 1.44 0.01
 -------- 11:00 0.05 0.26 1.44 0.01
 -------- 12:00 0.05 0.25 1.45 0.02
 29.12.12 13:00 0.06 0.25 1.45 0.02
 -------- 14:00 0.05 0.22 1.44 0.02
 -------- 15:00 0.06 0.25 1.44 0.02
 -------- 16:00 0.05 0.26 1.45 0.01
 -------- 17:00 0.04 0.15 1.44 0.01
 29.12.12 18:00 0.05 0.21 1.46 0.01
 -------- 19:00 0.06 0.26 1.47 0.01
 -------- 20:00 0.06 0.20 1.47 0.01
 -------- 21:00 0.05 0.18 1.46 0.01
 -------- 22:00 0.05 0.18 1.46 0.01
 29.12.12 23:00 0.04 0.20 1.46 0.01
 -------- 00:00 0.04 0.19 1.46 0.01
 -------- 01:00 0.04 0.20 1.46 0.01
 -------- 02:00 0.04 0.19 1.46 0.01
 -------- 03:00 0.04 0.15 1.46 0.01
 30.12.12 04:00 0.04 0.17 1.46 0.01
 -------- 05:00 0.06 0.19 1.46 0.01
 -------- 06:00 0.06 0.16 1.48 0.01
 -------- 07:00 0.06 0.17 1.51 0.01
 -------- 08:00 0.06 0.20 1.50 0.01
 30.12.12 09:00 0.06 0.23 1.50 0.01
 -------- 10:00 0.06 0.22 1.49 0.01
 -------- 11:00 0.08 0.24 1.52 0.03
