 Date Time CO NO2 CHX NO
 24.12.12 12:00 0.28 0.57 3.05 0.66
 -------- 13:00 0.29 0.61 2.98 0.69
 -------- 14:00 0.20 0.57 2.07 0.43
 -------- 15:00 0.20 0.55 1.95 0.42
 -------- 16:00 0.19 0.54 1.83 0.44
 24.12.12 17:00 0.18 0.52 1.80 0.39
 -------- 18:00 0.20 0.50 1.93 0.34
 -------- 19:00 0.16 0.47 1.81 0.27
 -------- 20:00 0.16 0.46 1.85 0.25
 -------- 21:00 0.11 0.41 1.71 0.16
 24.12.12 22:00 0.09 0.40 1.64 0.09
 -------- 23:00 0.09 0.40 1.63 0.10
 -------- 00:00 0.09 0.40 1.64 0.10
 -------- 01:00 0.07 0.39 1.60 0.06
 -------- 02:00 0.06 0.38 1.62 0.06
 25.12.12 03:00 0.06 0.37 1.65 0.05
 -------- 04:00 0.06 0.36 1.63 0.04
 -------- 05:00 0.06 0.35 1.58 0.04
 -------- 06:00 0.09 0.37 1.59 0.09
 -------- 07:00 0.09 0.37 1.59 0.10
 25.12.12 08:00 0.09 0.35 1.61 0.07
 -------- 09:00 0.10 0.38 1.62 0.12
 -------- 10:00 0.09 0.36 1.63 0.10
 -------- 11:00 0.08 0.32 1.60 0.07
 -------- 12:00 0.07 0.31 1.58 0.07
 25.12.12 13:00 0.07 0.29 1.59 0.04
 -------- 14:00 0.08 0.29 1.59 0.04
 -------- 15:00 0.08 0.30 1.59 0.04
 -------- 16:00 0.08 0.32 1.58 0.04
 -------- 17:00 0.08 0.32 1.59 0.03
 25.12.12 18:00 0.08 0.30 1.63 0.02
 -------- 19:00 0.08 0.28 1.64 0.03
 -------- 20:00 0.08 0.34 1.65 0.07
 -------- 21:00 0.09 0.36 1.63 0.16
 -------- 22:00 0.09 0.34 1.61 0.10
 25.12.12 23:00 0.10 0.36 1.64 0.14
 -------- 00:00 0.08 0.32 1.62 0.09
 -------- 01:00 0.06 0.22 1.53 0.02
 -------- 02:00 0.06 0.18 1.49 0.01
 -------- 03:00 0.04 0.16 1.49 0.01
 26.12.12 04:00 0.06 0.19 1.51 0.01
 -------- 05:00 0.06 0.19 1.52 0.01
 -------- 06:00 0.06 0.24 1.53 0.02
 -------- 07:00 0.07 0.28 1.56 0.02
 -------- 08:00 0.07 0.28 1.56 0.02
 26.12.12 09:00 0.08 0.31 1.57 0.03
 -------- 10:00 0.09 0.31 1.57 0.04
 -------- 11:00 0.08 0.30 1.58 0.03
