 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 01.01.13 12:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.14 ---- ---- ---- 0.16 ---- ---- ---- ----
 01.01.13 17:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 22:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.14 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 00:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- 0.22 ---- ---- ---- ----
 02.01.13 03:00 0.11 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- 0.12 ---- ---- ---- ----
 -------- 06:00 0.08 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 07:00 0.09 ---- ---- ---- 0.21 ---- ---- ---- ----
 02.01.13 08:00 0.10 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 09:00 0.11 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 10:00 0.14 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 11:00 0.16 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 12:00 0.17 ---- ---- ---- 0.25 ---- ---- ---- ----
 02.01.13 13:00 0.20 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 02.01.13 18:00 0.28 ---- ---- ---- 0.37 ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 20:00 0.28 ---- ---- ---- 0.32 ---- ---- ---- ----
 -------- 21:00 0.28 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 02.01.13 23:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 00:00 0.20 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 01:00 0.17 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 02:00 0.15 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 03:00 0.14 ---- ---- ---- 0.24 ---- ---- ---- ----
 03.01.13 04:00 0.11 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.10 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 03.01.13 09:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
