 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 27.01.13 00:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 05:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 15:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 20:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 01:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 11:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 16:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
