 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 05.02.13 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 17:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 22:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 13:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 18:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 23:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 07.02.13 04:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 07.02.13 09:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
