 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 18.02.13 00:00 0.15 0.00 0.27 0.13 0.29 0.03 0.26 0.00 0.02
 -------- 01:00 0.15 0.01 0.30 0.13 0.23 0.03 0.28 0.00 0.02
 -------- 02:00 0.13 0.01 0.15 0.07 0.23 0.02 0.27 0.00 0.02
 -------- 03:00 0.10 0.01 0.20 0.05 0.20 0.03 0.25 0.00 0.02
 -------- 04:00 0.07 0.01 0.24 0.09 0.25 0.03 0.26 0.00 0.01
 18.02.13 05:00 0.07 0.01 0.24 0.07 0.25 0.04 0.28 0.00 0.01
 -------- 06:00 0.12 0.01 0.21 0.10 0.30 0.04 0.25 0.00 0.01
 -------- 07:00 0.23 0.01 0.24 0.15 0.37 0.04 0.26 0.00 0.01
 -------- 08:00 0.23 0.01 0.27 0.17 0.39 0.03 0.25 0.00 0.02
 -------- 09:00 0.23 0.01 0.22 0.16 0.39 0.01 0.25 0.00 0.02
 18.02.13 10:00 0.25 0.01 0.19 0.16 0.44 0.03 0.28 0.00 0.02
 -------- 11:00 0.24 0.01 0.19 0.13 0.39 0.03 0.26 0.00 0.02
 -------- 12:00 0.25 0.01 0.29 0.15 0.37 0.02 0.28 0.00 0.02
 -------- 13:00 0.25 0.01 0.26 0.17 0.43 0.04 0.27 0.00 0.02
 -------- 14:00 0.23 0.01 0.25 0.14 0.42 0.04 0.29 0.00 0.01
 18.02.13 15:00 0.25 0.01 0.24 0.16 0.42 0.03 0.25 0.00 0.02
 -------- 16:00 0.23 0.01 0.26 0.17 0.36 0.03 0.31 0.00 0.02
 -------- 17:00 0.23 0.01 0.20 0.14 0.40 0.03 0.23 0.00 0.01
 -------- 18:00 0.24 0.01 0.21 0.20 0.43 0.02 0.25 0.00 0.01
 -------- 19:00 0.23 0.01 0.26 0.16 0.41 0.02 0.26 0.00 0.02
 18.02.13 20:00 0.23 0.01 0.21 0.16 0.41 0.03 0.20 0.00 0.01
 -------- 21:00 0.25 0.01 0.23 0.19 0.40 0.04 0.27 0.00 0.02
 -------- 22:00 0.26 0.01 0.19 0.14 0.40 0.03 0.26 0.00 0.02
 -------- 23:00 0.26 0.02 0.18 0.16 0.42 0.04 0.24 0.00 0.02
 -------- 00:00 0.23 0.01 0.14 0.16 0.42 0.06 0.24 0.00 0.02
 19.02.13 01:00 0.18 0.01 0.17 0.13 0.40 0.04 0.26 0.00 0.02
 -------- 02:00 0.15 0.01 0.13 0.13 0.41 0.04 0.26 0.00 0.02
 -------- 03:00 0.14 0.01 0.13 0.12 0.43 0.05 0.26 0.00 0.02
 -------- 04:00 0.11 0.00 0.21 0.09 0.36 0.03 0.24 0.00 0.01
 -------- 05:00 0.10 0.01 0.23 0.11 0.33 0.04 0.25 0.00 0.02
 19.02.13 06:00 0.14 0.01 0.20 0.10 0.32 0.02 0.25 0.00 0.02
 -------- 07:00 0.22 0.01 0.22 0.13 0.38 0.04 0.28 0.00 0.01
 -------- 08:00 0.27 0.01 0.17 0.13 0.41 0.05 0.24 0.00 0.01
 -------- 09:00 0.26 0.01 0.10 0.15 0.41 0.02 0.25 0.00 0.02
 -------- 10:00 0.29 0.01 0.08 0.14 0.45 0.05 0.24 0.00 0.01
 19.02.13 11:00 0.29 0.01 0.12 0.13 0.41 0.03 0.32 0.00 0.01
 -------- 12:00 0.31 0.01 0.15 0.15 0.40 0.05 0.28 0.00 0.02
 -------- 13:00 0.27 0.01 0.21 0.17 0.40 0.05 0.30 0.00 0.02
 -------- 14:00 0.23 0.01 0.16 0.15 0.38 0.03 0.29 0.00 0.02
 -------- 15:00 0.23 0.01 0.21 0.17 0.39 0.03 0.27 0.00 0.01
 19.02.13 16:00 0.25 0.01 0.28 0.14 0.40 0.03 0.30 0.00 0.02
 -------- 17:00 0.29 0.01 0.23 0.15 0.42 0.03 0.27 0.00 0.02
 -------- 18:00 0.31 0.01 0.22 0.20 0.45 0.03 0.27 0.00 0.01
 -------- 19:00 0.33 0.01 0.06 0.16 0.49 0.04 0.24 0.00 0.02
 -------- 20:00 0.32 0.01 0.22 0.17 0.46 0.02 0.21 0.00 0.01
