 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 22.01.13 00:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.05 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 15:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 20:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 01:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 11:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 16:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
