 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 01.01.13 00:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 05:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 10:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 15:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.14 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 17:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 20:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.14 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 00:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 02.01.13 01:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- 0.12 ---- ---- ---- ----
 02.01.13 06:00 0.08 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 07:00 0.09 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 08:00 0.10 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 09:00 0.11 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 10:00 0.14 ---- ---- ---- 0.25 ---- ---- ---- ----
 02.01.13 11:00 0.16 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 12:00 0.17 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 13:00 0.20 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 02.01.13 16:00 0.27 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- 0.37 ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 20:00 0.28 ---- ---- ---- 0.32 ---- ---- ---- ----
 02.01.13 21:00 0.28 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 23:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
