 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 30.12.12 00:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 05:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 10:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 15:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 20:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 01:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 11:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 16:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 21:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
