 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 04.02.13 00:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 04.02.13 05:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.49 ---- ---- ---- ---- ---- ---- ---- ----
 04.02.13 10:00 0.59 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.63 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.52 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.44 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 04.02.13 15:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 04.02.13 20:00 0.08 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 21:00 0.09 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 22:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 01:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 06:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 11:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 16:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
