 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 31.01.13 00:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 10:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.15 ---- ---- ---- 0.17 ---- ---- ---- ----
 31.01.13 15:00 0.17 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 16:00 0.16 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 17:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 20:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 01.02.13 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 01.02.13 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 01.02.13 11:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 01.02.13 16:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 01.02.13 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
