 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 19.12.12 00:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 05:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 10:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 15:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 20:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 20.12.12 01:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 20.12.12 06:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 20.12.12 11:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 20.12.12 16:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 20.12.12 21:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
