 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 02.01.13 12:00 0.17 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 13:00 0.20 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- 0.31 ---- ---- ---- ----
 02.01.13 17:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- 0.37 ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 20:00 0.28 ---- ---- ---- 0.32 ---- ---- ---- ----
 -------- 21:00 0.28 ---- ---- ---- 0.27 ---- ---- ---- ----
 02.01.13 22:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 23:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 00:00 0.20 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 01:00 0.17 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 02:00 0.15 ---- ---- ---- 0.21 ---- ---- ---- ----
 03.01.13 03:00 0.14 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 04:00 0.11 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.10 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 03.01.13 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 03.01.13 13:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.31 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 17:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 03.01.13 18:00 0.28 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 19:00 0.29 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 20:00 0.31 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 21:00 0.30 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 22:00 0.27 ---- ---- ---- 0.29 ---- ---- ---- ----
 03.01.13 23:00 0.24 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 01:00 0.20 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- 0.20 ---- ---- ---- ----
 04.01.13 04:00 0.13 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 05:00 0.11 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 06:00 0.10 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- 0.23 ---- ---- ---- ----
 04.01.13 09:00 0.17 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 10:00 0.21 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 11:00 0.23 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 12:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
