 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 30.01.13 00:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 30.01.13 05:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 30.01.13 10:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 30.01.13 15:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 30.01.13 20:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 01:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 06:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 11:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.15 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 15:00 0.17 ---- ---- ---- 0.34 ---- ---- ---- ----
 31.01.13 16:00 0.16 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 17:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 31.01.13 21:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
