 Date Time CO SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РњРµС‚Р°РєСЃРёР»РѕР»
 30.03.13 12:00 0.21 0.01 0.20 0.19 0.57 ---- 0.35 0.00 ----
 -------- 13:00 0.17 0.01 0.28 0.12 0.47 ---- 0.31 0.00 ----
 -------- 14:00 0.13 0.01 0.33 0.05 0.40 ---- 0.27 0.00 ----
 -------- 15:00 0.12 0.01 0.30 0.09 0.38 ---- 0.39 0.00 ----
 -------- 16:00 0.09 0.00 0.36 0.08 0.31 ---- 0.34 0.00 ----
 30.03.13 17:00 0.13 0.01 0.39 0.10 0.33 ---- 0.26 0.00 ----
 -------- 18:00 0.13 0.01 0.31 0.12 0.40 ---- 0.36 0.00 ----
 -------- 19:00 0.13 0.01 0.32 0.10 0.43 ---- 0.36 0.00 ----
 -------- 20:00 0.12 0.01 0.46 0.17 0.39 ---- 0.50 0.00 ----
 -------- 21:00 0.11 ---- ---- 0.23 0.38 ---- ---- ---- ----
 30.03.13 22:00 0.10 0.02 ---- 0.49 0.38 ---- ---- ---- ----
 -------- 23:00 0.10 0.00 0.35 0.22 0.40 ---- 0.33 0.00 ----
 -------- 00:00 0.09 0.01 0.32 0.20 0.36 ---- 0.29 0.00 ----
 -------- 01:00 0.08 0.01 0.31 0.16 0.38 ---- 0.27 0.00 ----
 -------- 02:00 0.08 0.01 0.23 0.09 0.40 ---- 0.26 0.00 ----
 31.03.13 03:00 0.08 0.01 0.28 0.08 0.41 ---- 0.28 0.00 ----
 -------- 04:00 0.08 0.01 0.21 0.12 0.37 ---- 0.32 0.00 ----
 -------- 05:00 0.08 0.01 0.27 0.18 0.37 ---- 0.30 0.00 ----
 -------- 06:00 0.08 0.00 0.29 0.17 0.36 ---- 0.33 0.00 ----
 -------- 07:00 0.08 0.00 0.20 0.15 0.37 ---- 0.31 0.00 ----
 31.03.13 08:00 0.11 0.01 0.19 0.18 0.36 ---- 0.32 0.00 ----
 -------- 09:00 0.15 0.01 0.23 0.15 0.36 ---- 0.32 0.00 ----
 -------- 10:00 0.19 0.01 0.23 0.16 0.38 ---- 0.27 0.00 ----
 -------- 11:00 0.23 0.01 0.26 0.21 0.37 ---- 0.30 0.00 ----
 -------- 12:00 0.27 0.00 0.27 0.17 0.36 ---- 0.39 0.00 ----
 31.03.13 13:00 0.29 0.01 0.24 0.19 0.34 ---- 0.31 0.00 ----
 -------- 14:00 0.29 0.00 0.25 0.14 0.32 ---- 0.33 0.00 ----
 -------- 15:00 0.31 0.00 0.24 0.22 0.35 ---- 0.26 0.00 ----
 -------- 16:00 0.27 0.00 0.25 0.13 0.32 ---- 0.28 0.00 ----
 -------- 17:00 0.27 0.00 0.29 0.12 0.31 ---- 0.27 0.00 ----
 31.03.13 18:00 0.27 0.00 0.26 0.16 0.33 ---- 0.27 0.00 ----
 -------- 19:00 0.31 0.00 0.25 0.23 0.39 ---- 0.29 0.00 ----
 -------- 20:00 0.34 0.01 0.23 0.25 0.47 ---- 0.32 0.00 ----
 -------- 21:00 0.37 0.01 0.22 0.19 0.48 ---- 0.32 0.00 ----
 -------- 22:00 0.36 0.01 0.22 0.21 0.45 ---- 0.33 0.00 ----
 31.03.13 23:00 0.36 0.01 0.25 0.21 0.50 ---- 0.35 0.00 ----
 -------- 00:00 0.32 0.01 0.23 0.23 0.47 ---- 0.33 0.00 ----
 -------- 01:00 0.28 0.01 0.19 0.22 0.51 ---- 0.29 0.00 ----
 -------- 02:00 0.25 0.02 0.20 0.23 0.50 ---- 0.38 0.00 ----
 -------- 03:00 0.19 0.02 0.16 0.24 0.50 ---- 0.34 0.00 ----
 01.04.13 04:00 0.16 0.02 0.20 0.19 0.47 ---- 0.34 0.00 ----
 -------- 05:00 0.15 0.02 0.26 0.16 0.48 ---- 0.28 0.00 ----
 -------- 06:00 0.16 0.01 0.09 0.11 0.45 ---- 0.25 0.00 ----
 -------- 07:00 0.26 0.02 0.13 0.19 0.47 ---- 0.31 0.00 ----
 -------- 08:00 0.31 0.01 0.08 0.18 0.46 ---- 0.24 0.00 ----
 01.04.13 09:00 0.25 0.00 0.22 0.18 0.37 ---- 0.25 0.00 ----
 -------- 10:00 0.21 0.01 0.17 0.08 0.40 ---- 0.21 0.00 ----
 -------- 11:00 0.22 0.01 0.22 0.15 0.38 ---- 0.30 0.00 ----
 -------- 12:00 0.22 0.00 0.23 0.13 0.34 ---- 0.30 0.00 ----
