 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 17.12.12 00:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 17.12.12 05:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.41 ---- ---- ---- ---- ---- ---- ---- ----
 17.12.12 10:00 0.41 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.45 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.43 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.36 ---- ---- ---- ---- ---- ---- ---- ----
 17.12.12 15:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 17.12.12 20:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 01:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 06:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 16:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 21:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
