 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 21.01.13 00:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 05:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 10:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 15:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 20:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 01:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.05 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 16:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
