 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 26.12.12 00:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 05:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 15:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.39 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 20:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 01:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 06:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 11:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 16:00 0.36 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.39 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.44 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.49 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 21:00 0.45 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.42 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
