 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 06.01.13 12:00 0.22 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 13:00 0.21 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 14:00 0.22 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- 0.36 0.25 ---- ---- ---- ----
 -------- 16:00 0.22 ---- ---- ---- 0.24 ---- ---- ---- ----
 06.01.13 17:00 0.17 ---- ---- 0.31 0.25 ---- ---- ---- ----
 -------- 18:00 0.19 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- 0.44 0.22 ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 21:00 0.20 ---- ---- ---- 0.20 ---- ---- ---- ----
 06.01.13 22:00 0.19 ---- ---- 0.50 0.19 ---- ---- ---- ----
 -------- 23:00 0.17 ---- ---- 0.39 0.20 ---- ---- ---- ----
 -------- 00:00 0.15 ---- ---- 0.34 0.18 ---- ---- ---- ----
 -------- 01:00 0.11 ---- ---- 0.40 0.14 ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- 0.13 ---- ---- ---- ----
 07.01.13 03:00 0.09 ---- ---- 0.12 0.12 ---- ---- ---- ----
 -------- 04:00 0.07 ---- ---- 0.18 0.12 ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- 0.60 0.13 ---- ---- ---- ----
 -------- 06:00 0.07 ---- ---- 1.01 0.14 ---- ---- ---- ----
 -------- 07:00 0.08 ---- ---- 0.33 0.19 ---- ---- ---- ----
 07.01.13 08:00 0.09 ---- ---- 0.32 0.17 ---- ---- ---- ----
 -------- 09:00 0.10 ---- ---- 0.03 0.18 ---- ---- ---- ----
 -------- 10:00 0.11 ---- ---- 0.16 0.20 ---- ---- ---- ----
 -------- 11:00 0.13 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 12:00 0.15 ---- ---- ---- 0.17 ---- ---- ---- ----
 07.01.13 13:00 0.16 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 14:00 0.19 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 15:00 0.22 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 16:00 0.20 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 17:00 0.18 ---- ---- 0.42 0.22 ---- ---- ---- ----
 07.01.13 18:00 0.17 ---- ---- 0.15 0.21 ---- ---- ---- ----
 -------- 19:00 0.18 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 20:00 0.17 ---- ---- 0.09 0.20 ---- ---- ---- ----
 -------- 21:00 0.20 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 22:00 0.20 ---- ---- ---- 0.19 ---- ---- ---- ----
 07.01.13 23:00 0.18 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 00:00 0.16 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 02:00 0.12 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- 0.15 ---- ---- ---- ----
 08.01.13 04:00 0.09 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- 0.15 ---- ---- ---- ----
 -------- 06:00 0.08 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 08:00 0.12 ---- ---- ---- 0.22 ---- ---- ---- ----
 08.01.13 09:00 0.15 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 10:00 0.17 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 11:00 0.18 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 12:00 0.20 ---- ---- ---- 0.16 ---- ---- ---- ----
