 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 29.12.12 12:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 29.12.12 17:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 29.12.12 22:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 03:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 08:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 13:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 23:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 04:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 09:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
