 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 10.02.13 12:00 0.13 0.04 ---- ---- 0.29 ---- ---- ---- ----
 -------- 13:00 0.13 0.00 0.22 0.02 0.26 ---- 0.38 0.00 ----
 -------- 14:00 0.17 0.01 0.24 ---- 0.29 ---- 0.60 0.00 ----
 -------- 15:00 0.19 0.01 0.33 0.06 0.29 ---- 0.45 0.00 ----
 -------- 16:00 0.21 0.01 0.25 0.03 0.30 ---- 0.38 0.00 ----
 10.02.13 17:00 0.25 0.01 0.49 0.07 0.30 ---- 0.58 0.00 ----
 -------- 18:00 0.25 0.01 0.43 0.26 0.29 ---- 0.33 0.00 ----
 -------- 19:00 0.24 0.00 0.13 0.03 0.29 ---- 0.42 0.00 ----
 -------- 20:00 0.23 0.01 0.28 0.11 0.30 ---- 0.78 ---- ----
 -------- 21:00 0.23 0.00 0.15 0.10 0.28 ---- 0.26 0.00 ----
 10.02.13 22:00 0.24 0.01 ---- 0.11 0.29 ---- 0.06 0.00 ----
 -------- 23:00 0.23 0.01 0.16 0.15 0.27 ---- 0.77 0.00 ----
 -------- 00:00 0.22 0.01 0.17 0.14 0.24 ---- 0.28 0.00 ----
 -------- 01:00 0.18 0.01 0.26 0.10 0.19 ---- 0.33 0.00 ----
 -------- 02:00 0.14 ---- 0.29 0.39 0.19 ---- 0.45 0.00 ----
 11.02.13 03:00 0.13 0.00 0.18 0.15 0.21 ---- 0.37 0.00 ----
 -------- 04:00 0.11 0.00 0.18 0.19 0.21 ---- 0.55 0.00 ----
 -------- 05:00 0.10 0.01 0.09 0.20 0.21 ---- 0.14 0.00 ----
 -------- 06:00 0.13 0.01 0.27 0.16 0.24 ---- 0.33 0.00 ----
 -------- 07:00 0.23 0.01 0.26 0.02 0.27 ---- 0.08 0.00 ----
 11.02.13 08:00 0.31 0.01 0.22 0.12 0.28 ---- 0.38 0.00 ----
 -------- 09:00 0.31 0.01 0.21 0.10 0.33 ---- 0.52 0.00 ----
 -------- 10:00 0.29 0.00 0.07 0.13 0.35 ---- 0.30 0.00 ----
 -------- 11:00 0.33 0.01 0.16 0.10 0.41 ---- 0.39 0.00 ----
 -------- 12:00 0.44 0.01 0.16 0.19 0.43 ---- 0.28 0.00 ----
 11.02.13 13:00 0.49 0.01 0.15 0.10 0.46 ---- 0.43 0.00 ----
 -------- 14:00 0.47 0.01 0.28 0.20 0.45 ---- 0.31 0.00 ----
 -------- 15:00 0.53 0.01 0.22 0.03 0.48 ---- 0.08 0.00 ----
 -------- 16:00 0.42 0.01 0.34 ---- 0.42 ---- 0.52 0.00 ----
 -------- 17:00 0.38 0.02 0.19 0.31 0.38 ---- 0.50 0.00 ----
 11.02.13 18:00 0.35 0.02 0.14 0.09 0.36 ---- 0.34 0.00 ----
 -------- 19:00 0.31 0.02 0.16 0.10 0.33 ---- 0.37 0.00 ----
 -------- 20:00 0.23 0.01 0.19 0.10 0.32 ---- 0.22 0.00 ----
 -------- 21:00 0.25 0.01 0.18 0.11 0.27 ---- 0.17 0.00 ----
 -------- 22:00 0.23 0.01 0.17 0.12 0.26 ---- 0.29 0.00 ----
 11.02.13 23:00 0.23 0.02 0.19 0.08 0.30 ---- 0.21 0.00 ----
 -------- 00:00 0.23 0.02 0.16 0.17 0.32 ---- 0.35 0.00 ----
 -------- 01:00 0.19 0.02 0.17 0.09 0.27 ---- 0.27 0.00 ----
 -------- 02:00 0.13 0.01 0.19 0.07 0.24 ---- 0.31 0.00 ----
 -------- 03:00 0.08 0.01 0.22 0.08 0.26 ---- 0.26 0.00 ----
 12.02.13 04:00 0.09 0.01 0.24 0.11 0.31 ---- 0.27 0.00 ----
 -------- 05:00 0.10 0.01 0.22 0.11 0.32 ---- 0.35 0.00 ----
 -------- 06:00 0.15 0.01 0.15 0.08 0.29 ---- 0.24 0.00 ----
 -------- 07:00 0.21 0.01 0.13 0.04 0.31 ---- 0.22 0.00 ----
 -------- 08:00 0.26 0.01 0.08 0.11 0.32 ---- 0.23 0.00 ----
 12.02.13 09:00 0.25 0.01 0.22 0.09 0.31 ---- 0.22 0.00 ----
 -------- 10:00 0.26 0.00 0.10 0.06 0.32 ---- 0.27 0.00 ----
 -------- 11:00 0.25 0.00 0.12 0.13 0.34 ---- 0.24 0.00 ----
 -------- 12:00 0.22 0.01 0.24 0.07 0.33 ---- 0.25 0.00 ----
