 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 21.01.13 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 17:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 03:00 0.05 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 18:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 23:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 09:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
