 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 24.01.13 00:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 05:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 10:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 15:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 20:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 01:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 11:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 16:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.36 ---- ---- ---- ---- ---- ---- ---- ----
