 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 31.12.12 00:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 05:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 10:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 15:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 20:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 06:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 11:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 16:00 0.14 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 17:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 21:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.14 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 00:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
