 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 22.01.13 12:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 17:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 22:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 03:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 13:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 18:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 23:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 04:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 09:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
