 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 05.01.13 12:00 0.29 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 13:00 0.29 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 14:00 0.27 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 15:00 0.27 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 16:00 0.26 ---- ---- ---- 0.27 ---- ---- ---- ----
 05.01.13 17:00 0.24 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 18:00 0.23 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 19:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 20:00 0.25 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- 0.27 ---- ---- ---- ----
 05.01.13 22:00 0.23 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 23:00 0.23 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 00:00 0.20 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 01:00 0.17 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 02:00 0.14 ---- ---- ---- 0.22 ---- ---- ---- ----
 06.01.13 03:00 0.13 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 04:00 0.12 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 05:00 0.12 ---- ---- ---- 0.15 ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 07:00 0.14 ---- ---- ---- 0.17 ---- ---- ---- ----
 06.01.13 08:00 0.17 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 09:00 0.21 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 10:00 0.20 ---- ---- 0.59 0.20 ---- ---- ---- ----
 -------- 11:00 0.20 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 12:00 0.22 ---- ---- 0.38 0.20 ---- ---- ---- ----
 06.01.13 13:00 0.21 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 14:00 0.22 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- 0.36 0.25 ---- ---- ---- ----
 -------- 16:00 0.22 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 17:00 0.17 ---- ---- 0.31 0.25 ---- ---- ---- ----
 06.01.13 18:00 0.19 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- 0.44 0.22 ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 21:00 0.20 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 22:00 0.19 ---- ---- 0.50 0.19 ---- ---- ---- ----
 06.01.13 23:00 0.17 ---- ---- 0.39 0.20 ---- ---- ---- ----
 -------- 00:00 0.15 ---- ---- 0.34 0.18 ---- ---- ---- ----
 -------- 01:00 0.11 ---- ---- 0.40 0.14 ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- 0.13 ---- ---- ---- ----
 -------- 03:00 0.09 ---- ---- 0.12 0.12 ---- ---- ---- ----
 07.01.13 04:00 0.07 ---- ---- 0.18 0.12 ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- 0.60 0.13 ---- ---- ---- ----
 -------- 06:00 0.07 ---- ---- 1.01 0.14 ---- ---- ---- ----
 -------- 07:00 0.08 ---- ---- 0.33 0.19 ---- ---- ---- ----
 -------- 08:00 0.09 ---- ---- 0.32 0.17 ---- ---- ---- ----
 07.01.13 09:00 0.10 ---- ---- 0.03 0.18 ---- ---- ---- ----
 -------- 10:00 0.11 ---- ---- 0.16 0.20 ---- ---- ---- ----
 -------- 11:00 0.13 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 12:00 0.14 ---- ---- ---- 0.17 ---- ---- ---- ----
