 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 26.01.13 00:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 26.01.13 05:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 26.01.13 10:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 26.01.13 15:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.37 ---- ---- ---- ---- ---- ---- ---- ----
 26.01.13 20:00 0.36 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 01:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 06:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 11:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 16:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 21:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
