 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 27.01.13 12:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 27.01.13 22:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 13:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 23:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 04:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 09:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
