 Date Time CO SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РњРµС‚Р°РєСЃРёР»РѕР»
 14.04.13 12:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 17:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 22:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 15.04.13 03:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 15.04.13 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 15.04.13 13:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.36 0.40 ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.35 0.60 ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.37 ---- ---- 28.57 ---- ---- ---- ---- ----
 15.04.13 18:00 0.43 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.44 1.00 ---- 2.86 ---- ---- ---- ---- ----
 -------- 20:00 0.39 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.41 2.00 ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.43 ---- ---- ---- ---- ---- ---- ---- ----
 15.04.13 23:00 0.39 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.35 1.60 ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.23 1.60 ---- ---- ---- ---- ---- ---- ----
 16.04.13 04:00 0.21 0.80 ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.20 1.40 ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.43 0.20 ---- ---- ---- ---- ---- ---- ----
 16.04.13 09:00 0.45 0.60 ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.41 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.37 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.36 ---- ---- ---- ---- ---- ---- ---- ----
