 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 28.01.13 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 17:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 28.01.13 22:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 03:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 13:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 18:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 29.01.13 23:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 30.01.13 04:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 30.01.13 09:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
