 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 12.01.13 00:00 0.27 ---- ---- ---- 0.32 ---- ---- ---- ----
 -------- 01:00 0.23 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 02:00 0.19 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 03:00 0.16 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 04:00 0.13 ---- ---- ---- 0.26 ---- ---- ---- ----
 12.01.13 05:00 0.12 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 06:00 0.12 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 07:00 0.15 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 09:00 0.22 ---- ---- ---- 0.32 ---- ---- ---- ----
 12.01.13 10:00 0.25 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 11:00 0.29 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 12:00 0.36 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 13:00 0.38 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 14:00 0.31 ---- ---- ---- 0.36 ---- ---- ---- ----
 12.01.13 15:00 0.30 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 16:00 0.34 ---- ---- ---- 0.42 ---- ---- ---- ----
 -------- 17:00 0.38 ---- ---- ---- 0.46 ---- ---- ---- ----
 -------- 18:00 0.43 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 19:00 0.44 ---- ---- ---- 0.37 ---- ---- ---- ----
 12.01.13 20:00 0.46 ---- ---- ---- 0.39 ---- ---- ---- ----
 -------- 21:00 0.48 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 22:00 0.43 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 23:00 0.43 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.39 ---- ---- ---- 0.26 ---- ---- ---- ----
 13.01.13 01:00 0.39 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 02:00 0.28 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 03:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.15 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 05:00 0.14 ---- ---- ---- 0.25 ---- ---- ---- ----
 13.01.13 06:00 0.11 ---- ---- ---- 0.12 ---- ---- ---- ----
 -------- 07:00 0.09 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 08:00 0.13 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 09:00 0.15 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 10:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 13.01.13 11:00 0.20 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 12:00 0.19 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 13:00 0.21 ---- ---- ---- 0.15 ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 15:00 0.21 ---- ---- ---- 0.24 ---- ---- ---- ----
 13.01.13 16:00 0.19 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 17:00 0.22 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 18:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 19:00 0.24 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 20:00 0.25 ---- ---- ---- 0.28 ---- ---- ---- ----
 13.01.13 21:00 0.24 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 22:00 0.24 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 23:00 0.25 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- 0.27 ---- ---- ---- ----
