 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 20.01.13 12:00 0.45 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.43 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.47 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.51 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.49 ---- ---- ---- ---- ---- ---- ---- ----
 20.01.13 17:00 0.49 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.43 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.41 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 20.01.13 22:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 03:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 08:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 13:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 18:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 21.01.13 23:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.05 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 04:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 22.01.13 09:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
