 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 30.12.12 12:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 17:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 30.12.12 22:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 03:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 08:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 13:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 18:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 31.12.12 23:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 04:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 01.01.13 09:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
