 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 02.01.13 00:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- 0.14 ---- ---- ---- ----
 02.01.13 05:00 0.08 ---- ---- ---- 0.12 ---- ---- ---- ----
 -------- 06:00 0.08 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 07:00 0.09 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 08:00 0.10 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 09:00 0.11 ---- ---- ---- 0.21 ---- ---- ---- ----
 02.01.13 10:00 0.14 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 11:00 0.16 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 12:00 0.17 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 13:00 0.20 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- 0.29 ---- ---- ---- ----
 02.01.13 15:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 17:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- 0.37 ---- ---- ---- ----
 -------- 19:00 0.27 ---- ---- ---- 0.34 ---- ---- ---- ----
 02.01.13 20:00 0.28 ---- ---- ---- 0.32 ---- ---- ---- ----
 -------- 21:00 0.28 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 23:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 00:00 0.20 ---- ---- ---- 0.29 ---- ---- ---- ----
 03.01.13 01:00 0.17 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 02:00 0.15 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 03:00 0.14 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 04:00 0.11 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 03.01.13 06:00 0.10 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 03.01.13 11:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.31 ---- ---- ---- 0.33 ---- ---- ---- ----
 03.01.13 16:00 0.27 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 17:00 0.25 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 19:00 0.29 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 20:00 0.31 ---- ---- ---- 0.35 ---- ---- ---- ----
 03.01.13 21:00 0.30 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 22:00 0.27 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 23:00 0.24 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- 0.24 ---- ---- ---- ----
