 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 12.12.12 12:00 0.23 0.08 0.07 0.14 0.36 0.03 0.21 0.00 0.03
 -------- 13:00 0.25 0.06 0.09 0.17 0.37 0.04 0.21 0.00 0.03
 -------- 14:00 0.24 0.05 0.12 0.13 0.34 0.04 0.23 0.00 0.03
 -------- 15:00 0.24 0.05 0.09 0.17 0.37 0.06 0.22 0.00 0.03
 -------- 16:00 0.25 0.03 0.09 0.19 0.39 0.02 0.23 0.00 0.02
 12.12.12 17:00 0.27 0.03 0.07 0.20 0.45 0.03 0.21 0.00 0.02
 -------- 18:00 0.28 0.03 0.09 0.16 0.42 0.03 0.22 0.00 0.02
 -------- 19:00 0.22 0.02 0.08 0.17 0.33 0.05 0.19 0.00 0.03
 -------- 20:00 0.25 0.01 0.04 0.16 0.36 0.02 0.25 0.00 0.03
 -------- 21:00 0.21 0.01 0.06 0.13 0.31 0.04 0.22 0.00 0.03
 12.12.12 22:00 0.21 0.01 0.07 0.14 0.31 0.02 0.21 0.00 0.03
 -------- 23:00 0.19 0.01 0.13 0.09 0.29 0.04 0.19 0.00 0.03
 -------- 00:00 0.17 0.01 0.03 0.13 0.26 0.06 0.23 0.00 0.02
 -------- 01:00 0.14 0.01 0.09 0.09 0.25 0.05 0.23 0.00 0.04
 -------- 02:00 0.10 0.01 0.06 0.13 0.21 0.02 0.22 0.00 0.03
 13.12.12 03:00 0.08 0.01 0.12 0.07 0.21 ---- 0.21 0.00 ----
 -------- 04:00 0.06 0.01 0.14 0.09 0.19 ---- 0.20 0.00 ----
 -------- 05:00 0.06 0.01 0.15 0.08 0.19 ---- 0.23 0.00 ----
 -------- 06:00 0.09 0.01 0.11 0.07 0.20 ---- 0.18 0.00 ----
 -------- 07:00 0.11 0.01 0.14 0.16 0.20 ---- 0.25 0.00 ----
 13.12.12 08:00 0.14 0.01 0.10 0.13 0.25 ---- 0.20 0.00 ----
 -------- 09:00 0.16 0.01 0.10 0.12 0.25 ---- 0.27 0.00 ----
 -------- 10:00 0.16 0.01 0.18 0.13 0.26 ---- 0.26 0.00 ----
 -------- 11:00 0.18 0.01 0.10 0.18 0.26 ---- 0.28 0.00 ----
 -------- 12:00 0.16 0.02 0.10 0.19 0.26 ---- 0.23 0.00 ----
 13.12.12 13:00 0.17 0.01 0.13 0.25 0.24 ---- 0.26 0.00 ----
 -------- 14:00 0.16 0.01 0.10 0.24 0.22 ---- 0.23 0.00 ----
 -------- 15:00 0.16 0.02 0.12 0.14 0.26 ---- 0.19 0.00 ----
 -------- 16:00 0.17 0.02 0.13 0.27 0.26 ---- 0.31 0.00 ----
 -------- 17:00 0.17 0.02 0.10 0.17 0.26 ---- 0.33 0.00 ----
 13.12.12 18:00 0.16 0.01 0.18 0.24 0.23 ---- 0.22 0.00 ----
 -------- 19:00 0.16 0.01 0.15 0.23 0.24 ---- 0.24 0.00 ----
 -------- 20:00 0.13 0.01 0.13 0.26 0.21 ---- 0.23 0.00 ----
 -------- 21:00 0.14 0.01 0.19 0.20 0.21 ---- 0.16 0.00 ----
 -------- 22:00 0.15 0.01 0.08 0.16 0.27 ---- 0.35 0.00 ----
 13.12.12 23:00 0.16 0.02 0.13 0.09 0.27 ---- 0.22 0.00 ----
 -------- 00:00 0.15 0.02 0.09 0.22 0.25 ---- 0.16 0.00 ----
 -------- 01:00 0.13 0.02 0.23 0.28 0.21 ---- 0.17 0.00 ----
 -------- 02:00 0.10 0.02 0.14 0.24 0.20 ---- 0.21 0.00 ----
 -------- 03:00 0.08 0.02 0.27 0.38 0.18 ---- 0.23 0.00 ----
 14.12.12 04:00 0.07 0.02 0.15 0.26 0.19 ---- 0.85 0.00 ----
 -------- 05:00 0.07 0.02 0.31 0.10 0.17 ---- ---- 0.00 ----
 -------- 06:00 0.08 0.03 ---- 0.17 0.22 ---- ---- ---- ----
 -------- 07:00 0.13 0.03 ---- 0.29 0.29 ---- ---- ---- ----
 -------- 08:00 0.15 ---- ---- 0.28 0.31 ---- ---- ---- ----
 14.12.12 09:00 0.15 0.04 ---- 0.20 0.32 ---- ---- ---- ----
 -------- 10:00 0.15 ---- ---- 0.31 0.33 ---- ---- ---- ----
 -------- 11:00 0.15 ---- ---- 0.17 0.38 ---- ---- ---- ----
 -------- 12:00 0.16 ---- ---- ---- 0.38 ---- ---- ---- ----
