 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 01.12.12 00:00 0.44 0.02 0.21 0.12 0.30 0.02 0.19 0.00 0.02
 -------- 01:00 0.40 0.01 0.22 0.12 0.28 0.02 0.20 0.00 0.01
 -------- 02:00 0.35 0.01 0.10 0.13 0.32 0.02 0.20 0.00 0.02
 -------- 03:00 0.29 0.01 0.11 0.10 0.33 0.02 0.20 0.00 0.01
 -------- 04:00 0.24 0.02 0.23 0.14 0.29 0.02 0.21 0.00 0.02
 01.12.12 05:00 0.17 0.01 0.20 0.10 0.26 0.01 0.20 0.00 0.01
 -------- 06:00 0.16 0.01 0.18 0.08 0.22 0.02 0.19 0.00 0.02
 -------- 07:00 0.19 0.01 0.22 0.08 0.19 0.01 0.20 0.00 0.01
 -------- 08:00 0.24 0.01 0.21 0.08 0.22 0.01 0.17 0.00 0.01
 -------- 09:00 0.27 0.01 0.22 0.10 0.21 0.01 0.19 0.00 0.01
 01.12.12 10:00 0.29 0.01 0.18 0.10 0.21 0.02 0.20 0.00 0.01
 -------- 11:00 0.33 0.01 0.19 0.10 0.21 0.02 0.19 0.00 0.01
 -------- 12:00 0.37 0.01 0.22 0.10 0.23 0.01 0.24 0.00 0.01
 -------- 13:00 0.38 0.01 0.20 0.11 0.22 0.02 0.21 0.00 0.02
 -------- 14:00 0.43 0.02 0.18 0.12 0.25 0.01 0.20 0.00 0.01
 01.12.12 15:00 0.42 0.01 0.18 0.11 0.23 0.03 0.20 0.00 0.01
 -------- 16:00 0.40 0.02 0.18 0.12 0.25 0.02 0.20 0.00 0.02
 -------- 17:00 0.35 0.01 0.19 0.10 0.23 0.02 0.21 0.00 0.01
 -------- 18:00 0.37 0.01 0.23 0.12 0.25 0.02 0.18 0.00 0.01
 -------- 19:00 0.37 0.01 0.20 0.10 0.23 0.02 0.20 0.00 0.01
 01.12.12 20:00 0.35 0.01 0.19 0.12 0.23 0.01 0.23 0.00 0.02
 -------- 21:00 0.35 0.01 0.23 0.11 0.23 0.00 0.21 0.00 0.01
 -------- 22:00 0.37 0.02 0.21 0.14 0.24 0.02 0.18 0.00 0.01
 -------- 23:00 0.40 0.02 0.21 0.12 0.22 0.03 0.21 0.00 0.01
 -------- 00:00 0.41 0.01 0.16 0.14 0.22 0.05 0.20 0.00 0.01
 02.12.12 01:00 0.35 0.02 0.19 0.13 0.23 0.03 0.18 0.00 0.02
 -------- 02:00 0.29 0.02 0.18 0.13 0.21 0.03 0.19 0.00 0.02
 -------- 03:00 0.28 0.01 0.19 0.11 0.18 0.03 0.19 0.00 0.02
 -------- 04:00 0.24 0.01 0.19 0.09 0.19 0.01 0.17 0.00 0.01
 -------- 05:00 0.21 0.01 0.18 0.08 0.15 0.01 0.16 0.00 0.02
 02.12.12 06:00 0.19 0.01 0.08 0.09 0.15 0.02 0.18 0.00 0.01
 -------- 07:00 0.18 0.01 0.16 0.06 0.14 0.01 0.20 0.00 0.02
 -------- 08:00 0.15 0.01 0.18 0.09 0.16 0.02 0.17 0.00 0.02
 -------- 09:00 0.17 0.01 0.19 0.11 0.18 0.03 0.16 0.00 0.02
 -------- 10:00 0.17 0.01 0.18 0.10 0.20 0.02 0.17 0.00 0.02
 02.12.12 11:00 0.17 0.01 0.23 0.11 0.19 0.01 0.17 0.00 0.02
 -------- 12:00 0.18 0.01 0.24 0.12 0.18 0.01 0.17 0.00 0.02
 -------- 13:00 0.22 0.01 0.18 0.12 0.21 0.03 0.18 0.00 0.01
 -------- 14:00 0.25 0.01 0.23 0.13 0.20 0.02 0.19 0.00 0.02
 -------- 15:00 0.24 0.01 0.21 0.12 0.21 0.01 0.17 0.00 0.02
 02.12.12 16:00 0.23 0.01 0.15 0.12 0.23 0.02 0.17 0.00 0.01
 -------- 17:00 0.23 0.01 0.13 0.12 0.22 0.01 0.18 0.00 0.02
 -------- 18:00 0.21 0.00 0.22 0.11 0.22 0.01 0.19 0.00 0.02
 -------- 19:00 0.19 0.00 0.18 0.09 0.21 0.02 0.19 0.00 0.02
 -------- 20:00 0.18 0.01 0.15 0.10 0.23 0.02 0.19 0.00 0.02
 02.12.12 21:00 0.19 0.01 0.19 0.13 0.25 0.02 0.16 0.00 0.02
 -------- 22:00 0.21 0.01 0.11 0.12 0.29 0.02 0.17 0.00 0.02
 -------- 23:00 0.23 0.01 0.13 0.12 0.29 0.02 0.16 0.00 0.02
 -------- 00:00 0.22 0.01 0.24 0.13 0.30 0.02 0.14 0.00 0.02
