 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 23.01.13 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 17:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 23.01.13 22:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 03:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 08:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 13:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 18:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 24.01.13 23:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 04:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 25.01.13 09:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
