 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 27.11.12 12:00 0.33 0.01 0.17 0.16 0.21 0.02 0.20 0.00 0.02
 -------- 13:00 0.33 0.01 0.17 0.13 0.23 0.03 0.20 0.00 0.02
 -------- 14:00 0.30 0.01 0.16 0.14 0.26 0.02 0.20 0.00 0.02
 -------- 15:00 0.29 0.01 0.06 0.13 0.24 0.03 0.20 0.00 0.02
 -------- 16:00 0.31 0.01 0.06 0.16 0.26 0.03 0.20 0.00 0.02
 27.11.12 17:00 0.30 0.01 0.04 0.10 0.23 0.02 0.20 0.00 0.02
 -------- 18:00 0.25 0.00 0.12 0.11 0.18 0.03 0.20 0.00 0.02
 -------- 19:00 0.26 0.01 0.17 0.10 0.20 0.01 0.20 0.00 0.02
 -------- 20:00 0.31 0.01 0.08 0.10 0.22 0.02 0.20 0.00 0.02
 -------- 21:00 0.34 0.01 0.16 0.10 0.25 0.02 0.20 0.00 0.02
 27.11.12 22:00 0.35 0.01 0.14 0.10 0.25 0.01 0.20 0.00 0.02
 -------- 23:00 0.36 0.01 0.09 0.10 0.25 0.01 0.20 0.00 0.02
 -------- 00:00 0.32 0.02 0.19 0.11 0.25 0.04 0.20 0.00 0.02
 -------- 01:00 0.29 0.01 0.14 0.12 0.23 0.02 0.20 0.00 0.02
 -------- 02:00 0.23 0.01 0.09 0.09 0.22 0.02 0.20 0.00 0.02
 28.11.12 03:00 0.17 0.01 0.16 0.09 0.20 0.02 0.20 0.00 0.02
 -------- 04:00 0.15 0.01 0.07 0.07 0.20 0.02 0.20 0.00 0.02
 -------- 05:00 0.15 0.02 0.05 0.10 0.23 0.02 0.20 0.00 0.02
 -------- 06:00 0.21 0.03 0.13 0.11 0.25 0.03 0.23 0.00 0.02
 -------- 07:00 0.31 0.02 0.19 0.16 0.29 0.02 0.23 0.00 0.02
 28.11.12 08:00 0.31 0.04 0.10 0.19 0.32 0.02 0.27 0.00 0.02
 -------- 09:00 0.30 0.04 0.21 0.15 0.32 0.03 0.23 0.00 0.01
 -------- 10:00 0.29 0.04 0.07 0.15 0.29 0.02 0.20 0.00 0.02
 -------- 11:00 0.27 0.04 0.14 0.15 0.28 0.02 0.23 0.00 0.02
 -------- 12:00 0.27 0.04 0.14 0.13 0.28 0.02 0.27 0.00 0.02
 28.11.12 13:00 0.22 0.03 0.18 0.15 0.28 0.02 0.20 0.00 0.02
 -------- 14:00 0.25 0.04 0.16 0.14 0.27 0.03 0.22 0.00 0.02
 -------- 15:00 0.28 0.03 0.22 0.17 0.27 0.01 0.21 0.00 0.02
 -------- 16:00 0.25 0.04 0.07 0.13 0.29 0.04 0.23 0.00 0.02
 -------- 17:00 0.24 0.03 0.16 0.11 0.28 0.01 0.20 0.00 0.01
 28.11.12 18:00 0.26 0.01 0.08 0.14 0.33 0.03 0.25 0.00 0.02
 -------- 19:00 0.27 0.02 0.12 0.15 0.29 0.05 0.22 0.00 0.02
 -------- 20:00 0.24 0.01 0.14 0.14 0.27 0.03 0.24 0.00 0.02
 -------- 21:00 0.21 0.01 0.21 0.15 0.27 0.03 0.21 0.00 0.02
 -------- 22:00 0.19 0.01 0.12 0.11 0.27 0.03 0.21 0.00 0.02
 28.11.12 23:00 0.19 0.01 0.04 0.09 0.26 0.04 0.24 0.00 0.02
 -------- 00:00 0.19 0.03 0.03 0.12 0.29 0.04 0.24 0.00 0.02
 -------- 01:00 0.17 0.03 0.10 0.11 0.27 0.04 0.22 0.00 0.02
 -------- 02:00 0.14 0.02 0.08 0.09 0.24 0.02 0.24 0.00 0.02
 -------- 03:00 0.11 0.02 0.08 0.08 0.24 0.03 0.20 0.00 0.03
 29.11.12 04:00 0.09 0.02 0.06 0.06 0.23 0.01 0.21 0.00 0.02
 -------- 05:00 0.09 0.02 0.11 0.06 0.24 0.03 0.22 0.00 0.02
 -------- 06:00 0.12 0.02 0.07 0.09 0.26 0.03 0.23 0.00 0.02
 -------- 07:00 0.17 0.01 0.11 0.08 0.29 0.07 0.23 0.00 0.03
 -------- 08:00 0.21 0.02 0.11 0.16 0.32 0.06 0.22 0.00 0.01
 29.11.12 09:00 0.23 0.01 0.09 0.09 0.34 0.03 0.27 0.00 0.02
 -------- 10:00 0.25 0.02 0.05 0.09 0.38 0.06 0.26 0.00 0.02
 -------- 11:00 0.25 0.02 0.09 0.16 0.36 ---- 0.26 0.00 ----
 -------- 12:00 0.26 0.01 0.04 0.21 0.38 ---- 0.34 0.00 ----
