 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 05.02.13 00:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 10:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 15:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 05.02.13 20:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 01:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 06:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 11:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 06.02.13 16:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
