 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 24.12.12 12:00 0.42 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.39 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.38 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 24.12.12 17:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 24.12.12 22:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 03:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 08:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 13:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 18:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 23:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 04:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 09:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
