 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 25.12.12 12:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 17:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 25.12.12 22:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 03:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 08:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 13:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.39 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 18:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 26.12.12 23:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 04:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 27.12.12 09:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
