 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 14.01.13 00:00 0.20 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 01:00 0.19 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 02:00 0.15 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 03:00 0.11 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 04:00 0.10 ---- ---- ---- 0.18 ---- ---- ---- ----
 14.01.13 05:00 0.10 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 06:00 0.13 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 07:00 0.19 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 08:00 0.25 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 09:00 0.24 ---- ---- ---- 0.39 ---- ---- ---- ----
 14.01.13 10:00 0.29 ---- ---- ---- 0.38 ---- ---- ---- ----
 -------- 11:00 0.31 ---- ---- ---- 0.41 ---- ---- ---- ----
 -------- 12:00 0.32 ---- ---- ---- 0.45 ---- ---- ---- ----
 -------- 13:00 0.32 ---- ---- ---- 0.41 ---- ---- ---- ----
 -------- 14:00 0.29 ---- ---- ---- 0.46 ---- ---- ---- ----
 14.01.13 15:00 0.29 ---- ---- ---- 0.41 ---- ---- ---- ----
 -------- 16:00 0.28 ---- ---- ---- 0.41 ---- ---- ---- ----
 -------- 17:00 0.26 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 18:00 0.22 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- ---- 0.30 ---- ---- ---- ----
 14.01.13 20:00 0.19 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 21:00 0.17 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 22:00 0.15 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 23:00 0.14 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 00:00 0.16 ---- ---- ---- 0.27 ---- ---- ---- ----
 15.01.13 01:00 0.14 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- 0.15 ---- ---- ---- ----
 -------- 03:00 0.08 ---- ---- ---- 0.13 ---- ---- ---- ----
 -------- 04:00 0.06 ---- ---- ---- 0.11 ---- ---- ---- ----
 -------- 05:00 0.06 ---- ---- ---- 0.14 ---- ---- ---- ----
 15.01.13 06:00 0.10 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 07:00 0.19 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 08:00 0.25 ---- ---- ---- 0.35 ---- ---- ---- ----
 -------- 09:00 0.25 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 10:00 0.23 ---- ---- ---- 0.36 ---- ---- ---- ----
 15.01.13 11:00 0.24 ---- ---- ---- 0.41 ---- ---- ---- ----
 -------- 12:00 0.23 ---- ---- ---- 0.40 ---- ---- ---- ----
 -------- 13:00 0.24 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- 0.37 ---- ---- ---- ----
 -------- 15:00 0.25 ---- ---- ---- 0.40 ---- ---- ---- ----
 15.01.13 16:00 0.25 ---- ---- ---- 0.44 ---- ---- ---- ----
 -------- 17:00 0.26 ---- ---- ---- 0.46 ---- ---- ---- ----
 -------- 18:00 0.25 ---- ---- ---- 0.44 ---- ---- ---- ----
 -------- 19:00 0.25 ---- ---- ---- 0.43 ---- ---- ---- ----
 -------- 20:00 0.26 ---- ---- ---- 0.38 ---- ---- ---- ----
 15.01.13 21:00 0.31 ---- ---- ---- 0.42 ---- ---- ---- ----
 -------- 22:00 0.32 ---- ---- ---- 0.44 ---- ---- ---- ----
 -------- 23:00 0.31 ---- ---- ---- 0.46 ---- ---- ---- ----
 -------- 00:00 0.28 ---- ---- ---- 0.52 ---- ---- ---- ----
