 Date Time CO SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РњРµС‚Р°РєСЃРёР»РѕР»
 13.04.13 00:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 13.04.13 05:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 13.04.13 10:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.15 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 13.04.13 15:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 13.04.13 20:00 0.21 0.80 ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 01:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 06:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 11:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 16:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 14.04.13 21:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
