 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 17.01.13 14:00 0.17 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 15:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 17.01.13 19:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 18.01.13 00:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.07 ---- ---- ---- ---- ---- ---- ---- ----
 18.01.13 05:00 0.06 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 18.01.13 10:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 18.01.13 15:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 18.01.13 20:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 19.01.13 01:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 19.01.13 06:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.30 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.31 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.35 ---- ---- ---- ---- ---- ---- ---- ----
 19.01.13 11:00 0.32 ---- ---- ---- ---- ---- ---- ---- ----
