 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 17.11.12 12:00 0.00 0.16 0.15 0.19 0.01 0.14 0.00 0.01 0.00
 -------- 13:00 0.00 0.17 0.13 0.19 0.01 0.14 0.00 0.02 0.00
 -------- 14:00 0.00 0.17 0.18 0.19 0.01 0.14 0.00 0.02 0.01
 -------- 15:00 0.00 0.17 0.13 0.22 0.01 0.14 0.00 0.02 0.00
 -------- 16:00 0.00 0.16 0.18 0.23 0.01 0.15 0.00 0.02 0.01
 17.11.12 17:00 0.00 0.17 0.07 0.22 0.01 0.15 0.00 0.02 0.00
 -------- 18:00 0.00 0.14 0.09 0.23 0.01 0.15 0.00 0.03 0.00
 -------- 19:00 0.00 0.16 0.02 0.21 0.02 0.15 0.00 0.02 0.00
 -------- 20:00 0.00 0.15 0.04 0.23 0.01 0.15 0.00 0.02 0.00
 -------- 21:00 0.00 0.12 0.09 0.25 0.01 0.16 0.00 0.02 0.01
 17.11.12 22:00 0.00 0.12 0.06 0.26 0.01 0.17 0.00 0.04 0.00
 -------- 23:00 0.00 0.12 0.13 0.27 0.01 0.16 0.00 0.02 0.01
 -------- 00:00 0.00 0.14 0.11 0.25 0.01 0.15 0.00 0.01 0.00
 -------- 01:00 0.00 0.15 0.10 0.23 0.01 0.14 0.00 0.02 0.00
 -------- 02:00 0.00 0.15 0.14 0.21 0.01 0.15 0.00 0.01 0.00
 18.11.12 03:00 0.00 0.17 0.07 0.18 0.01 0.14 0.00 0.02 0.00
 -------- 04:00 0.00 0.17 0.08 0.16 0.01 0.13 0.00 0.02 0.01
 -------- 05:00 0.00 0.19 0.03 0.13 0.01 0.15 0.00 0.02 0.00
 -------- 06:00 0.00 0.19 0.04 0.13 0.01 0.14 0.00 0.01 0.00
 -------- 07:00 0.00 0.19 0.03 0.13 0.01 0.13 0.00 0.02 0.00
 18.11.12 08:00 0.00 0.24 0.03 0.12 0.01 0.14 0.00 0.03 0.00
 -------- 09:00 0.00 0.22 0.04 0.11 0.01 0.13 0.00 0.02 0.00
 -------- 10:00 0.00 0.23 0.06 0.13 0.02 0.14 0.00 0.01 0.00
 -------- 11:00 0.00 0.24 0.13 0.09 0.01 0.13 0.00 0.01 0.00
 -------- 12:00 0.00 0.25 0.15 0.09 0.01 0.14 0.00 0.01 0.00
 18.11.12 13:00 0.00 0.24 0.15 0.10 0.01 0.14 0.00 0.01 0.00
 -------- 14:00 0.00 0.26 0.15 0.06 0.01 0.13 0.00 ---- 0.00
 -------- 15:00 0.00 0.22 0.18 0.08 0.01 0.13 0.00 0.01 ----
 -------- 16:00 0.00 0.20 0.19 0.11 0.01 0.13 0.00 0.01 0.00
 -------- 17:00 0.00 0.21 0.13 0.09 0.02 0.12 0.00 0.01 0.00
 18.11.12 18:00 0.00 0.22 0.14 0.07 0.01 0.13 0.00 0.01 0.00
 -------- 19:00 0.00 0.23 0.10 0.07 0.01 0.14 0.00 0.01 0.00
 -------- 20:00 0.00 0.24 0.16 0.07 0.01 0.13 0.00 0.01 0.00
 -------- 21:00 0.00 0.20 0.20 0.09 0.01 0.14 0.00 0.01 0.00
 -------- 22:00 0.00 0.24 0.19 0.08 0.01 0.13 0.00 ---- 0.00
 18.11.12 23:00 0.00 0.23 0.24 0.04 0.01 0.13 0.00 0.02 0.00
 -------- 00:00 0.00 0.27 0.19 0.03 0.01 0.12 0.00 0.01 0.00
 -------- 01:00 0.00 0.23 0.30 0.03 0.01 0.12 0.00 0.01 0.00
 -------- 02:00 0.00 0.23 0.27 0.02 0.01 0.13 0.00 0.02 0.00
 -------- 03:00 0.00 0.24 0.22 0.03 0.01 0.12 0.00 0.00 0.00
 19.11.12 04:00 0.00 0.25 0.22 0.01 0.01 0.12 0.00 0.01 0.00
 -------- 05:00 0.00 0.24 0.17 0.02 0.02 0.13 0.00 0.00 0.00
 -------- 06:00 0.00 0.22 0.21 0.03 0.01 0.12 0.00 0.01 0.00
 -------- 07:00 0.00 0.18 0.23 0.09 0.01 0.11 0.00 0.01 0.00
 -------- 08:00 0.00 0.18 0.23 0.12 0.01 0.13 0.00 0.02 0.00
 19.11.12 09:00 0.00 0.18 0.24 0.12 0.01 0.13 0.00 ---- 0.00
 -------- 10:00 0.00 0.17 0.23 0.13 0.01 0.13 0.00 0.01 0.00
 -------- 11:00 0.00 0.14 0.33 0.17 0.01 0.13 0.00 0.02 0.00
