 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 06.11.12 00:00 0.00 0.27 ---- 0.04 0.01 0.14 0.00 ---- 0.00
 -------- 01:00 0.00 0.27 ---- 0.04 0.01 0.14 0.00 ---- 0.00
 -------- 02:00 0.00 0.26 ---- 0.04 0.01 0.14 0.00 0.01 0.00
 -------- 03:00 0.00 0.28 0.02 0.02 0.01 0.15 0.00 0.00 0.00
 -------- 04:00 0.00 0.26 ---- 0.04 0.01 0.14 0.00 ---- 0.00
 06.11.12 05:00 0.00 0.24 ---- 0.06 0.01 0.15 0.00 ---- ----
 -------- 06:00 0.00 0.24 ---- 0.09 0.01 0.15 0.00 ---- 0.00
 -------- 07:00 0.00 0.22 ---- 0.11 0.01 0.15 0.00 0.01 0.00
 -------- 08:00 0.00 0.19 0.05 0.14 0.00 0.15 0.00 0.02 0.00
 -------- 09:00 0.00 0.19 ---- 0.16 0.02 0.17 0.00 0.01 0.00
 06.11.12 10:00 0.00 0.15 ---- 0.18 0.01 0.15 0.00 0.02 0.00
 -------- 11:00 0.00 0.16 ---- 0.17 ---- 0.16 0.00 0.01 0.00
 -------- 12:00 0.00 0.15 ---- 0.18 0.01 0.16 0.00 0.00 0.00
 -------- 13:00 0.00 0.14 ---- 0.18 0.01 0.18 0.00 0.01 0.01
 -------- 14:00 0.00 0.15 ---- 0.19 0.00 0.16 0.00 0.02 0.01
 06.11.12 15:00 0.00 0.14 ---- 0.18 0.01 0.16 0.00 0.00 0.01
 -------- 16:00 0.00 0.21 ---- 0.15 0.01 0.16 0.00 0.01 0.00
 -------- 17:00 0.00 0.24 0.04 0.16 0.01 0.15 0.00 ---- 0.00
 -------- 18:00 0.00 0.23 0.04 0.21 0.01 0.17 0.00 ---- 0.00
 -------- 19:00 0.00 0.15 0.01 0.28 0.01 0.15 0.00 0.01 0.00
 06.11.12 20:00 0.00 0.16 ---- 0.19 0.01 0.16 0.00 0.01 0.00
 -------- 21:00 0.00 0.17 ---- 0.16 0.01 0.16 0.00 ---- 0.00
 -------- 22:00 0.00 0.15 ---- 0.17 0.01 0.15 0.00 ---- 0.00
 -------- 23:00 0.00 0.17 ---- 0.15 0.01 0.14 0.00 ---- 0.00
 -------- 00:00 0.00 0.17 ---- 0.14 0.01 0.15 0.00 ---- 0.00
 07.11.12 01:00 0.00 0.21 ---- 0.11 0.01 0.16 0.00 ---- 0.00
 -------- 02:00 0.00 0.22 ---- 0.06 0.01 0.15 0.00 ---- 0.00
 -------- 03:00 0.00 0.24 0.03 0.06 0.01 0.15 0.00 ---- 0.00
 -------- 04:00 0.00 0.24 ---- 0.05 0.01 0.14 0.00 ---- 0.00
 -------- 05:00 0.00 0.20 0.05 0.09 0.01 0.14 0.00 ---- 0.00
 07.11.12 06:00 0.00 0.20 0.05 0.14 0.01 0.15 0.00 0.01 0.00
 -------- 07:00 0.00 0.17 0.12 0.20 0.02 0.14 0.00 ---- 0.00
 -------- 08:00 0.00 0.19 0.14 0.19 0.01 0.14 0.00 ---- 0.00
 -------- 09:00 0.01 0.17 0.09 0.18 0.01 0.14 0.00 ---- 0.01
 -------- 10:00 0.00 0.20 0.04 0.14 0.01 0.15 0.00 ---- 0.00
 07.11.12 11:00 0.00 0.19 0.02 0.14 0.01 0.14 0.00 ---- 0.00
 -------- 12:00 0.00 0.21 0.05 0.17 0.01 0.15 0.00 ---- 0.01
 -------- 13:00 0.00 0.19 0.09 0.20 0.01 0.14 0.00 ---- ----
