 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 18.10.12 00:00 0.01 0.12 1.00 0.25 0.01 0.10 0.00 ---- 0.01
 -------- 01:00 0.01 0.13 1.02 0.25 0.02 0.10 0.00 0.03 0.00
 -------- 02:00 0.01 0.12 0.94 0.25 0.01 0.10 0.00 0.03 0.00
 -------- 03:00 0.01 0.10 0.97 0.23 0.01 0.13 0.00 ---- 0.00
 -------- 04:00 0.01 0.10 0.95 0.23 0.01 0.10 0.00 0.03 0.01
 18.10.12 05:00 0.01 0.13 0.94 0.25 0.01 0.17 0.00 0.03 0.01
 -------- 06:00 0.01 0.12 0.97 0.25 0.00 0.20 0.00 0.03 0.01
 -------- 07:00 0.01 0.16 0.98 0.26 0.02 0.20 0.00 0.03 0.02
 -------- 08:00 0.01 0.12 1.02 0.28 ---- 0.20 0.00 0.04 0.01
 -------- 09:00 0.01 0.14 0.98 0.33 0.01 0.20 0.00 0.03 0.01
 18.10.12 10:00 0.00 0.12 0.91 0.28 0.00 0.17 0.00 0.10 0.01
 -------- 11:00 0.00 0.11 0.84 0.18 ---- 0.17 0.00 0.05 0.01
 -------- 12:00 0.00 0.13 0.90 0.17 0.01 0.17 0.00 0.03 0.01
 -------- 13:00 0.00 0.14 0.88 0.20 0.01 0.17 0.00 0.03 0.01
 -------- 14:00 0.00 0.12 0.88 0.18 0.01 0.17 0.00 0.03 0.01
 18.10.12 15:00 0.00 0.14 0.91 0.19 0.01 0.20 0.00 0.05 0.01
 -------- 16:00 0.00 0.14 0.90 0.18 0.01 0.17 0.00 0.03 0.01
 -------- 17:00 0.00 0.14 1.00 0.24 0.01 0.20 0.00 0.03 0.01
 -------- 18:00 0.00 0.14 1.02 0.32 ---- 0.20 0.00 0.03 0.01
 -------- 19:00 0.00 0.15 1.02 0.26 0.02 0.17 0.00 0.04 0.01
 18.10.12 20:00 0.00 0.12 0.95 0.22 0.00 0.13 0.00 0.03 0.01
 -------- 21:00 0.00 0.12 0.91 0.22 0.01 0.13 0.00 0.04 0.01
 -------- 22:00 0.00 0.11 0.97 0.21 0.01 0.10 0.00 0.03 0.01
 -------- 23:00 0.01 0.11 0.91 0.21 ---- 0.13 0.00 0.03 0.00
 -------- 00:00 0.01 0.12 1.02 0.21 0.00 0.10 0.00 0.03 0.01
 19.10.12 01:00 0.01 0.14 1.03 0.22 0.01 0.10 0.00 0.03 0.01
 -------- 02:00 0.00 0.10 1.07 0.21 0.01 0.10 0.00 ---- 0.01
 -------- 03:00 0.01 0.10 1.12 0.20 0.01 0.10 0.00 0.03 0.01
 -------- 04:00 0.00 0.11 1.10 0.19 0.01 0.10 0.00 0.04 0.00
 -------- 05:00 0.00 0.10 1.23 0.19 0.00 0.10 0.00 0.03 0.00
 19.10.12 06:00 0.00 0.12 1.22 0.21 0.01 0.10 0.00 0.03 0.01
 -------- 07:00 0.01 0.10 1.23 0.22 0.02 0.10 0.00 0.04 0.00
 -------- 08:00 0.01 0.08 1.26 0.20 ---- 0.20 0.00 0.03 ----
 -------- 09:00 0.00 0.12 0.61 0.17 ---- 0.30 0.00 0.03 ----
 -------- 10:00 0.00 0.12 1.20 0.20 0.01 0.17 0.00 0.03 0.01
 19.10.12 11:00 0.00 0.13 1.21 0.21 ---- 0.10 0.00 0.03 0.01
 -------- 12:00 0.01 0.14 1.36 0.22 0.01 0.10 0.00 0.03 0.01
 -------- 13:00 0.01 0.12 1.33 0.24 0.01 0.10 0.00 0.03 0.00
 -------- 14:00 0.00 0.12 1.41 0.24 0.01 0.10 0.00 0.03 0.01
 -------- 15:00 0.00 0.14 1.35 0.21 0.01 0.10 0.00 ---- 0.00
 19.10.12 16:00 0.00 0.15 1.39 0.24 0.01 0.13 0.00 0.03 0.01
 -------- 17:00 0.00 0.13 1.37 0.25 0.01 0.10 0.00 0.03 0.00
 -------- 18:00 0.00 0.13 1.30 0.24 0.01 0.10 0.00 0.03 0.00
 -------- 19:00 0.00 0.16 1.28 0.21 0.02 0.10 0.00 ---- 0.00
 -------- 20:00 0.00 0.20 1.28 0.18 0.01 0.10 0.00 ---- 0.01
 19.10.12 21:00 0.00 0.16 1.41 0.18 0.01 0.10 0.00 ---- 0.00
 -------- 22:00 0.01 0.20 1.54 0.15 0.02 0.13 0.00 ---- 0.01
