 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 09.02.13 00:00 0.00 0.11 0.03 0.21 0.02 0.50 0.00 0.03 0.01
 -------- 01:00 0.02 0.12 0.04 0.21 0.03 0.50 0.00 0.04 0.01
 -------- 02:00 0.01 0.12 0.03 0.21 0.02 0.50 0.00 0.04 0.01
 -------- 03:00 0.00 0.12 0.03 0.17 0.02 0.52 0.00 0.02 0.01
 -------- 04:00 0.00 0.10 0.04 0.18 0.03 0.50 0.00 0.04 0.01
 09.02.13 05:00 0.01 0.11 0.05 0.16 0.02 0.51 0.00 0.05 0.01
 -------- 06:00 0.01 0.11 0.04 0.17 0.02 0.51 0.00 0.06 0.01
 -------- 07:00 0.01 0.12 0.04 0.20 0.02 0.51 0.00 0.03 0.00
 -------- 08:00 0.01 0.13 0.04 0.22 0.01 0.52 0.00 0.04 0.01
 -------- 09:00 0.00 0.11 0.07 0.19 0.02 0.51 0.00 0.04 0.01
 09.02.13 10:00 0.00 0.11 0.06 0.19 0.02 0.51 0.00 0.03 0.01
 -------- 11:00 0.00 0.12 0.09 0.22 0.01 0.52 0.00 0.03 0.01
 -------- 12:00 0.00 0.12 0.09 0.23 0.02 0.51 0.00 0.03 0.02
 -------- 13:00 0.00 0.15 0.10 0.26 0.01 0.53 0.00 0.02 0.01
 -------- 14:00 0.00 0.14 0.14 0.29 0.02 0.53 0.00 0.08 0.01
 09.02.13 15:00 0.00 0.14 0.12 0.29 0.02 0.53 0.00 0.03 0.01
 -------- 16:00 0.01 0.13 0.13 0.29 0.02 0.52 0.00 0.03 0.01
 -------- 17:00 0.01 0.13 0.13 0.31 0.01 0.53 0.00 0.06 0.01
 -------- 18:00 0.01 0.12 0.11 0.27 0.02 0.52 0.00 0.08 0.01
 -------- 19:00 0.01 0.12 0.12 0.28 0.03 0.53 0.00 0.04 0.01
 09.02.13 20:00 0.01 0.13 0.07 0.29 0.01 0.53 0.00 0.04 0.01
 -------- 21:00 0.01 0.10 0.09 0.22 0.01 0.51 0.00 0.04 0.02
 -------- 22:00 0.01 0.09 0.09 0.17 0.01 0.50 0.00 0.04 0.00
 -------- 23:00 0.02 0.06 0.08 0.16 0.01 0.48 0.00 0.02 0.01
 -------- 00:00 0.01 0.09 0.06 0.19 0.03 0.50 0.00 0.05 0.00
 10.02.13 01:00 0.01 0.08 0.03 0.14 0.02 0.49 0.00 0.04 0.01
 -------- 02:00 0.00 0.09 0.08 0.15 0.02 0.50 0.00 0.02 0.01
 -------- 03:00 0.00 0.08 0.05 0.14 0.02 0.50 0.00 0.08 0.01
 -------- 04:00 0.01 0.09 0.07 0.12 0.01 0.51 0.00 0.06 0.01
 -------- 05:00 0.00 0.08 0.06 0.09 0.01 0.50 0.00 0.07 0.01
 10.02.13 06:00 0.00 0.09 0.04 0.13 0.03 0.50 0.00 0.02 0.01
 -------- 07:00 0.00 0.09 0.03 0.12 0.03 0.50 0.00 0.02 0.01
 -------- 08:00 0.00 0.09 0.04 0.11 0.01 0.49 0.00 0.08 0.01
 -------- 09:00 0.01 0.11 0.06 0.18 0.02 0.50 0.00 0.03 0.01
 -------- 10:00 0.00 0.13 0.05 0.23 0.01 0.51 0.00 0.06 0.00
 10.02.13 11:00 0.00 0.13 0.04 0.19 0.00 0.52 0.00 0.09 0.02
 -------- 12:00 0.00 0.12 0.03 0.18 0.01 0.51 0.00 0.04 0.01
 -------- 13:00 0.01 0.13 0.05 0.20 0.01 0.52 0.00 0.03 ----
 -------- 14:00 0.01 0.15 0.06 0.20 0.01 0.53 0.00 0.05 0.01
 -------- 15:00 0.01 0.15 0.07 0.20 0.02 0.52 0.00 0.07 0.01
 10.02.13 16:00 0.01 0.17 0.08 0.23 0.03 0.54 0.00 0.04 0.01
 -------- 17:00 0.01 0.17 0.08 0.25 0.02 0.54 0.00 0.07 0.01
 -------- 18:00 0.01 0.16 0.05 0.26 0.02 0.54 0.00 0.03 0.01
 -------- 19:00 0.01 0.16 0.07 0.25 0.02 0.54 0.00 0.08 0.01
 -------- 20:00 0.01 0.15 0.07 0.23 0.04 0.55 0.00 ---- 0.02
 10.02.13 21:00 0.01 0.17 0.05 0.23 0.01 0.55 0.00 0.10 0.02
 -------- 22:00 0.01 0.16 0.08 0.23 0.01 0.54 0.00 0.10 0.01
 -------- 23:00 0.01 0.13 0.05 0.17 0.05 0.53 0.00 0.06 0.00
