 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 12.04.13 12:00 0.02 0.16 0.12 0.38 0.02 0.47 0.00 0.05 0.01
 -------- 13:00 0.01 0.13 0.08 0.28 0.02 0.46 0.00 0.09 0.01
 -------- 14:00 0.01 0.11 0.03 0.22 0.02 0.47 0.00 0.03 0.02
 -------- 15:00 0.01 0.08 0.02 0.19 0.01 0.46 0.00 0.06 0.01
 -------- 16:00 0.01 0.07 0.04 0.21 0.01 0.47 0.00 0.04 0.00
 12.04.13 17:00 0.01 0.07 0.05 0.21 0.01 0.47 0.00 0.05 0.01
 -------- 18:00 0.01 0.08 0.07 0.28 0.00 0.48 0.00 0.02 0.01
 -------- 19:00 0.01 0.10 0.04 0.23 0.02 0.49 0.00 0.07 0.02
 -------- 20:00 0.01 0.18 0.05 0.44 0.01 0.50 0.00 0.07 0.00
 -------- 21:00 0.01 0.25 0.12 0.62 0.01 0.53 0.00 0.02 0.01
 12.04.13 22:00 0.01 0.26 0.21 0.71 0.01 0.53 0.00 0.03 0.01
 -------- 23:00 0.01 0.27 0.24 0.71 0.03 0.52 0.00 0.04 0.01
 -------- 00:00 0.02 0.27 0.26 0.71 0.02 0.52 0.00 0.05 0.01
 -------- 01:00 0.03 0.27 0.25 0.74 0.01 0.51 0.00 0.05 0.01
 -------- 02:00 0.03 0.26 0.21 0.75 0.01 0.50 0.00 0.04 0.01
 13.04.13 03:00 0.02 0.26 0.26 0.74 0.02 0.50 0.00 0.06 0.01
 -------- 04:00 0.02 0.25 0.22 0.71 0.01 0.51 0.00 0.07 0.01
 -------- 05:00 0.02 0.25 0.24 0.68 0.03 0.51 0.00 0.04 0.01
 -------- 06:00 0.02 0.26 0.27 0.66 0.02 0.50 0.00 0.03 0.00
 -------- 07:00 0.02 0.27 0.22 0.61 0.01 0.49 0.00 0.04 0.01
 13.04.13 08:00 0.02 0.26 0.29 0.57 0.01 0.49 0.00 0.04 0.01
 -------- 09:00 0.02 0.26 0.24 0.53 0.04 0.49 0.00 0.08 0.01
 -------- 10:00 0.02 0.22 0.17 0.48 0.02 0.49 0.00 0.08 0.01
 -------- 11:00 0.03 0.18 0.17 0.37 0.02 0.48 0.00 0.09 0.01
 -------- 12:00 0.01 0.09 0.03 0.15 0.02 0.47 0.00 0.07 0.01
 13.04.13 13:00 0.01 0.09 0.03 0.13 0.02 0.47 0.00 0.08 0.01
 -------- 14:00 0.01 0.10 0.02 0.16 ---- 0.47 0.00 0.04 0.01
 -------- 15:00 0.01 0.07 0.04 0.17 0.01 0.47 0.00 0.05 0.01
 -------- 16:00 0.01 0.05 0.04 0.18 0.02 0.46 0.00 0.05 0.01
 -------- 17:00 0.01 0.07 0.01 0.15 0.02 0.47 0.00 0.05 0.01
 13.04.13 18:00 0.01 0.09 0.01 0.23 0.02 0.48 0.00 0.05 0.01
 -------- 19:00 0.01 0.12 0.05 0.32 0.02 0.49 0.00 0.04 0.01
 -------- 20:00 0.01 0.16 0.06 0.41 0.02 0.51 0.00 0.05 0.01
 -------- 21:00 0.01 0.19 0.11 0.43 0.02 0.51 0.00 0.01 0.01
 -------- 22:00 0.01 0.23 0.11 0.55 0.01 0.52 0.00 0.04 0.01
 13.04.13 23:00 0.02 0.23 0.15 0.59 0.01 0.52 0.00 0.03 0.01
 -------- 00:00 0.03 0.20 0.15 0.56 0.00 0.51 0.00 0.08 0.01
 -------- 01:00 0.01 0.20 0.10 0.49 0.01 0.51 0.00 0.03 0.01
 -------- 02:00 0.01 0.21 0.09 0.47 0.01 0.51 0.00 0.03 0.01
 -------- 03:00 0.02 0.19 0.11 0.44 0.02 0.49 0.00 0.04 0.01
 14.04.13 04:00 0.03 0.17 0.09 0.39 0.01 0.48 0.00 0.04 0.01
 -------- 05:00 0.02 0.18 0.09 0.41 0.02 0.48 0.00 0.04 0.01
 -------- 06:00 0.02 0.21 0.12 0.46 0.01 0.49 0.00 0.03 0.01
 -------- 07:00 0.02 0.21 0.12 0.47 0.01 0.49 0.00 0.05 0.01
 -------- 08:00 0.02 0.20 0.13 0.44 0.02 0.48 0.00 0.05 0.02
 14.04.13 09:00 0.01 0.19 0.16 0.41 0.00 0.49 0.00 0.03 0.01
 -------- 10:00 0.02 0.17 0.09 0.36 0.01 0.49 0.00 0.03 0.01
 -------- 11:00 0.02 0.16 0.15 0.30 0.01 0.48 0.00 0.08 0.01
