 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 20.01.13 12:00 0.14 0.12 0.26 0.46 0.02 0.43 0.00 0.04 0.01
 -------- 13:00 0.20 0.10 0.28 0.50 0.02 0.39 0.00 0.05 0.01
 -------- 14:00 0.26 0.10 0.29 0.55 0.02 0.38 0.00 0.06 0.01
 -------- 15:00 0.06 0.16 0.28 0.48 0.02 0.49 0.00 0.04 0.01
 -------- 16:00 0.03 0.18 0.29 0.50 0.02 0.52 0.00 0.05 0.00
 20.01.13 17:00 0.02 0.20 0.29 0.47 0.03 0.53 0.00 0.03 0.00
 -------- 18:00 0.03 0.19 0.27 0.45 0.01 0.51 0.00 0.06 0.01
 -------- 19:00 0.03 0.18 0.26 0.44 0.02 0.52 0.00 0.08 0.01
 -------- 20:00 0.03 0.18 0.23 0.41 0.02 0.52 0.00 0.07 0.01
 -------- 21:00 0.03 0.18 0.18 0.39 0.02 0.52 0.00 0.05 0.00
 20.01.13 22:00 0.02 0.18 0.14 0.36 0.01 0.52 0.00 0.06 0.01
 -------- 23:00 0.02 0.18 0.09 0.31 0.01 0.53 0.00 0.03 0.01
 -------- 00:00 0.02 0.18 0.14 0.32 0.02 0.52 0.00 0.07 0.00
 -------- 01:00 0.02 0.19 0.16 0.30 0.01 0.53 0.00 0.05 0.01
 -------- 02:00 0.02 0.18 0.10 0.27 0.00 0.53 0.00 0.03 0.01
 21.01.13 03:00 0.02 0.17 0.11 0.26 0.02 0.52 0.00 0.04 0.01
 -------- 04:00 0.02 0.17 0.06 0.26 0.01 0.52 0.00 0.04 0.01
 -------- 05:00 0.02 0.18 0.06 0.25 0.02 0.52 0.00 0.05 0.01
 -------- 06:00 0.01 0.16 0.05 0.27 0.02 0.51 0.00 0.06 0.01
 -------- 07:00 0.02 0.17 0.08 0.27 0.01 0.51 0.00 0.05 0.00
 21.01.13 08:00 0.02 0.16 0.05 0.30 0.01 0.51 0.00 0.05 0.01
 -------- 09:00 0.02 0.18 0.05 0.32 0.02 0.52 0.00 0.01 0.01
 -------- 10:00 0.02 0.19 0.10 0.33 0.01 0.52 0.00 0.01 0.01
 -------- 11:00 0.01 0.18 0.05 0.29 0.01 0.52 0.00 0.02 0.01
 -------- 12:00 0.01 0.17 0.02 0.23 0.01 0.51 0.00 0.03 0.01
 21.01.13 13:00 0.01 0.15 0.01 0.19 0.02 0.51 0.00 0.04 0.01
 -------- 14:00 0.01 0.15 0.07 0.17 0.01 0.50 0.00 ---- 0.01
 -------- 15:00 0.02 0.14 0.05 0.18 0.02 0.50 0.00 0.06 0.00
 -------- 16:00 0.02 0.16 0.09 0.24 0.01 0.49 0.00 0.04 0.01
 -------- 17:00 0.01 0.17 0.06 0.27 0.01 0.50 0.00 0.06 0.01
 21.01.13 18:00 0.01 0.17 0.08 0.32 0.01 0.50 0.00 0.04 0.01
 -------- 19:00 0.02 0.16 0.06 0.35 0.02 0.49 0.00 0.04 0.01
 -------- 20:00 0.02 0.15 0.07 0.36 0.02 0.48 0.00 0.06 0.01
 -------- 21:00 0.03 0.17 0.11 0.38 0.02 0.49 0.00 0.05 0.01
 -------- 22:00 0.02 0.17 0.09 0.37 0.01 0.50 0.00 0.03 0.00
 21.01.13 23:00 0.02 0.18 0.08 0.35 0.01 0.50 0.00 0.05 0.00
 -------- 00:00 0.02 0.15 0.03 0.31 0.01 0.49 0.00 0.03 0.01
 -------- 01:00 0.02 0.16 0.03 0.32 0.01 0.48 0.00 0.05 0.01
 -------- 02:00 0.01 0.15 ---- 0.31 0.01 0.47 0.00 0.04 0.01
 -------- 03:00 0.01 0.15 ---- 0.30 0.01 0.48 0.00 0.03 0.00
 22.01.13 04:00 0.01 0.13 ---- 0.27 0.01 0.48 0.00 0.05 0.01
 -------- 05:00 0.01 0.13 ---- 0.26 0.02 0.48 0.00 0.04 0.00
 -------- 06:00 0.01 0.13 0.01 0.28 0.00 0.48 0.00 0.04 0.01
 -------- 07:00 0.01 0.16 0.05 0.35 0.01 0.48 0.00 0.03 0.00
 -------- 08:00 0.01 0.17 0.11 0.41 0.01 0.50 0.00 0.06 0.01
 22.01.13 09:00 0.01 0.17 0.10 0.40 0.02 0.50 0.00 0.02 0.01
 -------- 10:00 0.01 0.17 0.13 0.40 0.02 0.50 0.00 0.02 0.01
 -------- 11:00 0.01 0.14 0.05 0.33 0.02 0.48 0.00 0.03 0.01
