 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 17.05.13 00:00 0.00 0.19 ---- 0.24 0.01 0.51 0.00 0.03 0.00
 -------- 01:00 0.01 0.19 ---- 0.26 0.01 0.51 0.00 0.08 0.01
 -------- 02:00 0.01 0.23 ---- 0.32 0.01 0.52 0.00 0.06 0.01
 -------- 03:00 0.01 0.25 ---- 0.36 0.00 0.52 0.00 0.06 0.01
 -------- 04:00 0.00 0.22 ---- 0.24 0.01 0.52 0.00 0.06 0.01
 17.05.13 05:00 0.00 0.19 ---- 0.16 0.01 0.50 0.00 0.05 0.02
 -------- 06:00 0.00 0.20 ---- 0.16 0.01 0.50 0.00 0.05 0.01
 -------- 07:00 0.00 0.22 ---- 0.21 0.01 0.52 0.00 0.04 0.01
 -------- 08:00 0.00 0.25 ---- 0.31 0.01 0.52 0.00 0.04 0.01
 -------- 09:00 0.00 0.24 ---- 0.30 0.01 0.52 0.00 0.05 0.01
 17.05.13 10:00 0.00 0.20 ---- 0.26 0.01 0.51 0.00 0.04 0.00
 -------- 11:00 0.03 0.16 0.01 0.25 0.01 0.48 0.00 0.05 0.01
 -------- 12:00 0.03 0.14 ---- 0.20 0.01 0.47 0.00 0.03 0.01
 -------- 13:00 0.03 0.13 ---- 0.20 0.01 0.48 0.00 0.06 0.01
 -------- 14:00 0.05 0.13 ---- 0.23 0.02 0.46 0.00 0.07 0.01
 17.05.13 15:00 0.05 0.10 ---- 0.22 0.01 0.45 0.00 0.07 0.00
 -------- 16:00 0.00 0.14 ---- 0.22 0.00 0.51 0.00 0.03 0.00
 -------- 17:00 0.00 0.13 ---- 0.17 0.01 0.52 0.00 0.04 0.00
 -------- 18:00 0.00 0.12 ---- 0.18 0.02 0.53 0.00 0.04 0.01
 -------- 19:00 0.00 0.15 ---- 0.22 0.02 0.52 0.00 0.06 0.01
 17.05.13 20:00 0.00 0.17 ---- 0.16 0.01 0.51 0.00 0.04 0.01
 -------- 21:00 0.00 0.20 ---- 0.17 0.02 0.52 0.00 0.06 0.02
 -------- 22:00 0.00 0.24 ---- 0.22 0.01 0.54 0.00 0.06 0.01
 -------- 23:00 0.00 0.27 ---- 0.26 0.01 0.54 0.00 0.03 0.01
 -------- 00:00 0.01 0.29 ---- 0.26 0.01 0.54 0.00 0.04 0.01
 18.05.13 01:00 0.01 0.30 ---- 0.26 0.01 0.56 0.00 0.05 0.01
 -------- 02:00 0.01 0.30 ---- 0.24 0.01 0.56 0.00 0.02 0.01
 -------- 03:00 0.01 0.29 ---- 0.23 0.02 0.54 0.00 0.03 0.01
 -------- 04:00 0.01 0.31 ---- 0.25 0.01 0.55 0.00 0.04 0.01
 -------- 05:00 0.04 0.29 ---- 0.25 0.01 0.53 0.00 0.03 0.01
 18.05.13 06:00 0.13 0.29 ---- 0.23 0.02 0.48 0.00 0.04 0.01
 -------- 07:00 0.15 0.27 ---- 0.24 0.02 0.44 0.00 0.04 0.01
 -------- 08:00 0.09 0.30 0.03 0.21 0.01 0.48 0.00 0.03 0.01
 -------- 09:00 0.07 0.24 0.02 0.19 0.02 0.48 0.00 0.04 0.00
 -------- 10:00 0.05 0.20 ---- 0.17 0.02 0.48 0.00 0.06 0.00
 18.05.13 11:00 0.06 0.19 0.00 0.17 0.01 0.47 0.00 0.04 0.01
 -------- 12:00 0.06 0.17 0.05 0.16 0.03 0.46 0.00 0.05 0.01
 -------- 13:00 0.06 0.17 ---- 0.14 0.02 0.43 0.00 0.04 0.01
 -------- 14:00 0.03 0.12 ---- 0.10 0.01 0.46 0.00 0.00 0.01
 -------- 15:00 0.02 0.10 ---- 0.09 0.02 0.48 0.00 0.03 0.00
 18.05.13 16:00 0.01 0.10 ---- 0.13 0.01 0.48 0.00 0.03 0.02
 -------- 17:00 0.01 0.17 ---- 0.20 0.01 0.50 0.00 0.04 0.02
 -------- 18:00 0.00 0.17 0.21 0.19 0.02 0.50 0.00 0.06 0.01
 -------- 19:00 0.00 0.20 0.14 0.21 0.01 0.51 0.00 0.04 0.01
 -------- 20:00 0.00 0.24 0.07 0.33 0.01 0.53 0.00 0.05 0.01
 18.05.13 21:00 0.00 0.29 0.17 0.41 0.01 0.54 0.00 0.05 0.01
 -------- 22:00 0.00 0.33 0.27 0.44 0.01 0.55 0.00 0.04 0.01
 -------- 23:00 0.00 0.33 0.20 0.42 0.02 0.55 0.00 0.03 0.01
