 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 06.03.13 12:00 0.01 0.15 0.12 0.41 ---- 0.52 0.00 0.04 ----
 -------- 13:00 0.02 0.14 0.07 0.39 0.01 0.51 0.00 0.06 0.00
 -------- 14:00 0.01 0.11 0.02 0.33 0.01 0.50 0.00 0.03 0.01
 -------- 15:00 0.01 0.11 0.04 0.32 0.02 0.50 0.00 0.06 0.00
 -------- 16:00 0.01 0.04 ---- 0.21 0.01 0.49 0.00 0.07 0.01
 06.03.13 17:00 0.01 0.04 ---- 0.21 0.03 0.49 0.00 0.06 0.02
 -------- 18:00 0.01 0.06 0.02 0.24 0.03 0.50 0.00 0.05 0.01
 -------- 19:00 0.01 0.06 0.07 0.23 0.01 0.49 0.00 0.07 0.03
 -------- 20:00 0.01 0.06 0.02 0.25 ---- 0.49 0.00 0.02 0.03
 -------- 21:00 0.02 0.05 0.05 0.23 0.01 0.50 0.00 0.04 0.01
 06.03.13 22:00 0.02 0.06 0.03 0.26 0.04 0.49 0.00 0.03 0.02
 -------- 23:00 0.01 0.04 0.00 0.19 0.04 0.49 0.00 0.05 0.01
 -------- 00:00 0.01 0.02 0.01 0.19 0.01 0.48 0.00 0.09 0.01
 -------- 01:00 0.01 0.02 0.01 0.12 ---- 0.49 0.00 0.04 ----
 -------- 02:00 0.01 ---- ---- 0.07 ---- 0.49 0.00 0.06 ----
 07.03.13 03:00 0.01 ---- ---- 0.06 ---- 0.47 0.00 0.04 ----
 -------- 04:00 0.01 ---- 0.01 0.06 ---- 0.48 0.00 0.07 ----
 -------- 05:00 0.01 ---- ---- 0.07 ---- 0.49 0.00 0.08 ----
 -------- 06:00 0.01 ---- ---- 0.09 ---- 0.48 0.00 0.04 ----
 -------- 07:00 0.01 0.02 ---- 0.21 ---- 0.49 0.00 0.05 ----
 07.03.13 08:00 0.01 0.03 ---- 0.25 ---- 0.49 0.00 0.10 ----
 -------- 09:00 0.01 0.06 ---- 0.27 ---- 0.50 0.00 0.04 ----
 -------- 10:00 0.01 0.03 ---- 0.17 ---- 0.50 0.00 0.07 0.02
 -------- 11:00 0.01 0.03 ---- 0.11 0.02 0.50 0.00 0.05 0.00
 -------- 12:00 0.00 0.04 ---- 0.10 0.02 0.50 0.00 0.05 0.00
 07.03.13 13:00 0.00 0.02 ---- 0.07 0.03 0.49 0.00 0.01 0.01
 -------- 14:00 0.00 0.03 ---- 0.10 0.02 0.50 0.00 0.02 0.00
 -------- 15:00 0.00 0.03 ---- 0.10 0.02 0.51 0.00 0.06 0.01
 -------- 16:00 0.00 0.03 ---- 0.07 0.01 0.50 0.00 0.06 0.01
 -------- 17:00 0.00 0.02 ---- 0.12 0.02 0.49 0.00 0.03 0.01
 07.03.13 18:00 0.01 0.08 ---- 0.20 0.02 0.50 0.00 0.09 0.00
 -------- 19:00 0.00 0.08 ---- 0.24 0.02 0.52 0.00 0.03 0.02
 -------- 20:00 0.01 0.09 0.02 0.20 0.03 0.51 0.00 0.05 0.01
 -------- 21:00 0.01 0.09 0.01 0.24 0.02 0.51 0.00 0.06 0.02
 -------- 22:00 0.01 0.12 ---- 0.29 0.03 0.53 0.00 0.03 0.02
 07.03.13 23:00 0.01 0.11 0.01 0.28 0.00 0.52 0.00 0.06 0.01
 -------- 00:00 0.01 0.13 0.02 0.26 0.01 0.53 0.00 0.05 0.01
 -------- 01:00 0.01 0.10 ---- 0.21 0.02 0.52 0.00 0.04 0.02
 -------- 02:00 0.00 0.08 ---- 0.18 0.03 0.51 0.00 0.07 0.01
 -------- 03:00 0.01 0.06 ---- 0.13 0.04 0.50 0.00 0.06 0.02
 08.03.13 04:00 0.01 0.05 ---- 0.10 ---- 0.50 0.00 0.06 ----
 -------- 05:00 0.00 0.03 ---- 0.08 0.03 0.50 0.00 0.06 ----
 -------- 06:00 0.00 0.05 ---- 0.12 ---- 0.49 0.00 0.07 ----
 -------- 07:00 0.01 0.06 ---- 0.18 ---- 0.50 0.00 0.06 ----
 -------- 08:00 0.01 0.09 ---- 0.19 0.01 0.49 0.00 0.03 0.01
 08.03.13 09:00 0.00 0.09 ---- 0.19 0.03 0.49 0.00 0.05 0.01
 -------- 10:00 0.01 0.09 ---- 0.18 0.01 0.49 0.00 0.02 0.01
 -------- 11:00 0.01 0.07 ---- 0.16 0.01 0.49 0.00 0.02 0.01
